id,type,room,start,end,language,zh,en,speakers,tags,co_write,slide,record,year
NTESDK,0rra9d,TR309,2020-08-01 13:00:00,2020-08-01 13:18:00,漢語,"{'title': '現場可程式電路評估與教學平台 Field Programmable Circuit Evaluation and Education Platform', 'description': '傳統上，實作中學習電子電路是一個漫長艱深且成本不貲的學習過程，在過程中我們學習在軟體上作電路連接，製作電路板，焊接，測試功能等過程。\r\n\r\n本演講會介紹我們所設計的電路教學評估板，這個電路實現常用電路中重覆的架構，學習者在這個平台上，可以專心於電路的不同連接組合，以及相應的電路功能測試。同時，我們也將電路視覺化於網頁中，建立一個電路的教學資源平台，使用者可以在網頁與實品中交錯學習。\r\n\r\n這個專案的目標是以更友善的方式幫助有興趣學習電路設計的人，以越少的時間、資源，學習越多的電路知識。\n\n---\n\n我們設計了一個開源的電路設計軟硬體平台，重覆使用電路中重覆的連接架構，將阻抗元件(電阻、電容)作為變數，由使用者決定擺放的位置。數位IC根據週邊電路連接的不同，會呈現不同的行為，我們希望使用者可以將重點置於如何擺放周邊阻阬，以及呈現出來的電路行為結果。\r\n\r\n我們有二個形式的平台供使用者使用，一為軟體，以網頁的形式，我們用SVG來視覺化電路，以Javascript來撰寫電路變化的行為，透過這個網頁平台用以呈現各種不同的數位電路。\r\n\r\n第二個形式平台為實體的電路板，這個電路板如同網頁上呈現的電路，不同的是，使用者可以實際將數位IC, 電阻, 電容焊上指定的電路，藉以得到成品。軟硬體平台彼此之間可以互補。'}","{'title': '現場可程式電路評估與教學平台 Field Programmable Circuit Evaluation and Education Platform', 'description': '傳統上，實作中學習電子電路是一個漫長艱深且成本不貲的學習過程，在過程中我們學習在軟體上作電路連接，製作電路板，焊接，測試功能等過程。\r\n\r\n本演講會介紹我們所設計的電路教學評估板，這個電路實現常用電路中重覆的架構，學習者在這個平台上，可以專心於電路的不同連接組合，以及相應的電路功能測試。同時，我們也將電路視覺化於網頁中，建立一個電路的教學資源平台，使用者可以在網頁與實品中交錯學習。\r\n\r\n這個專案的目標是以更友善的方式幫助有興趣學習電路設計的人，以越少的時間、資源，學習越多的電路知識。\n\n---\n\n我們設計了一個開源的電路設計軟硬體平台，重覆使用電路中重覆的連接架構，將阻抗元件(電阻、電容)作為變數，由使用者決定擺放的位置。數位IC根據週邊電路連接的不同，會呈現不同的行為，我們希望使用者可以將重點置於如何擺放周邊阻阬，以及呈現出來的電路行為結果。\r\n\r\n我們有二個形式的平台供使用者使用，一為軟體，以網頁的形式，我們用SVG來視覺化電路，以Javascript來撰寫電路變化的行為，透過這個網頁平台用以呈現各種不同的數位電路。\r\n\r\n第二個形式平台為實體的電路板，這個電路板如同網頁上呈現的電路，不同的是，使用者可以實際將數位IC, 電阻, 電容焊上指定的電路，藉以得到成品。軟硬體平台彼此之間可以互補。'}",['SXKU8P'],['Skilled'],https://hackmd.io/@coscup/By74M_aeP,,,2020
V9CHJY,q52oqx,TR311,2020-08-01 13:20:00,2020-08-01 13:55:00,漢語,"{'title': 'Why should we move to MySQL 8.0 - 遠端議程', 'description': 'MySQL 8.0是MySQL有史以來最重要的升級版本，為我們帶來了眾多新特性，為開發者和維護人員提供了很多便利性，本主題我們會挑選其中一些進行介紹。\n\n---\n\nMySQL 8.0解決了很多MySQL歷史遺留問題，包括對源碼結構進行了徹底的重構，比如徹底去除了MyISAM引擎，全部數據字典才用InnoDB，引入了社區呼聲很高的HASH JOIN，終於解決了自增值持久化，終於提供了直方圖等等。\r\n我們將一一剖析這些改進，理解為什麼我們都應該盡快升級到8.0。'}","{'title': 'Why should we move to MySQL 8.0 - 遠端議程', 'description': 'MySQL 8.0是MySQL有史以來最重要的升級版本，為我們帶來了眾多新特性，為開發者和維護人員提供了很多便利性，本主題我們會挑選其中一些進行介紹。\n\n---\n\nMySQL 8.0解決了很多MySQL歷史遺留問題，包括對源碼結構進行了徹底的重構，比如徹底去除了MyISAM引擎，全部數據字典才用InnoDB，引入了社區呼聲很高的HASH JOIN，終於解決了自增值持久化，終於提供了直方圖等等。\r\n我們將一一剖析這些改進，理解為什麼我們都應該盡快升級到8.0。'}",['BFWYVS'],['Skilled'],https://hackmd.io/@coscup/HyF5Q_pxP,,https://www.youtube.com/watch?v=nwi8ERssdKE,2020
TSEKJZ,tgfis3,TR412-1,2020-08-01 13:00:00,2020-08-01 14:00:00,漢語,"{'title': 'BoF: MOPCON con With Us', 'description': 'BoF: MOPCON con With Us\n\n---\n\nBoF 是一群有相同喜好的人、歡樂聚會的活動！因為喜好相同，所以你們可以暢談彼此在相同主題上的新發現，又或者與其他只在網路上聊過天、卻沒見過面的「熟人」碰個面。\r\n\r\n此時段已預定舉辦 BoF: MOPCON con With Us\r\n若對此主題有興趣，歡迎自由參加！'}","{'title': 'BoF: MOPCON con With Us', 'description': 'BoF: MOPCON con With Us\n\n---\n\n""A BoF session, an informal meeting at conferences, where the attendees group together based on a shared interest and carry out discussions without any pre-planned agenda."" -- Wikipedia\r\n\r\nThis time slot has been reserved by ""BoF: MOPCON con With Us"".\r\nSounds interesting? You are welcome to join us!'}",['8DZ8SW'],['Beginner'],,,,2020
NUXRV3,57otiy,TR313,2020-08-01 10:00:00,2020-08-01 10:30:00,漢語,"{'title': '體驗 Kotlin DSL 的魅力', 'description': 'Kotlin 的語法設計，使其成為一個非常適合拿來實作 DSL 的語言。在這場分享裡，將概述 DSL 的基本觀念以及 Kotlin 語法如何拿來實作 DSL。\n\n---\n\nDSL (Domain Specific Language) 通常是為了滿足某個特定領域的需求而開發，尤其當我們發現現有的程式語言無法有效地表現該領域的知識時，DSL 更顯及價值。好的 DSL 不僅易於人類閱讀，甚至能讓不懂程式設計的使用者都能夠針對自己的需求調整參數。Kotlin 的語法設計，使其成為一個非常適合拿來實作 DSL 的語言。在這場分享裡，將概述 DSL 的基本觀念以及 Kotlin 語法如何拿來實作 DSL。接著會以幾個實際的 DSL 做為案例，一步一步拆解與還原其實作，並示範如何與現有框架結合。最後，會總結使用 Kotlin 設計 DSL 的優點，期能讓大家看到 Kotlin 在 DSL 實作上的潛力。'}","{'title': 'Kotlin DSL: The Charming Parts', 'description': 'DSL (Domain Specific Language) is usually used for solving the requirements of specific domains. Especially when we found that existing languages couldn’t express the knowledge of the domain, DSL plays its strengths. A well designed DSL is not only easy to read but can let the users who don’t understand the programming languages be able to modify the parameters by the requirements. The syntax of Kotlin is well suited to design the DSL. In this session, we will discuss the basic concept of the DSL and how to use Kotlin to implement it. We will demonstrating how to implement a DSL step by step and how to integrate with other frameworks. We will summarize the benefits of using Kotlin to design the DSL. We hope everyone can enjoy and understand the potential of Kotlin In the end.\n\n---\n\n""The following topics will be discussed:\r\n* DSL at a glance\r\n  - What is DSL\r\n  - The benefits of DSL\r\n* Kotlin syntax\r\n  - Lambda\r\n  - The conventions\r\n  - How to implement DSL by using Kotlin?\r\n* Real world cases\r\n* Design your own DSL\r\n* Recap and summary""'}","['JL9ME8', 'UBVDFS']",['Skilled'],https://hackmd.io/@coscup/Sy6lrdalD,,https://youtu.be/qIONq0zCf6U,2020
H7ZGXJ,4vqyto,RB105,2020-08-01 09:00:00,2020-08-01 09:15:00,漢語,"{'title': 'COSCUP 2020: Welcome', 'description': '以開源回到初心，讓大家快速瞭解 COSCUP，並依此脈絡介紹各今年議程軌的概觀，引領大眾快速知道可以選擇哪些議程軌加入。\n\n---\n\n又是一年一度的開源人年會！開源社群裡面有許多老朋友，每年一聚理所當然；那該如何讓新朋友快速融入，也是件重要的事。\r\n\r\n今年嶄新形式的開場，我們將以輕鬆的方式帶新朋友認識開源、認識 COSCUP、認識各議程軌、認識我們這群開源老朋友在玩什麼。\r\n\r\n此議程非常輕鬆，相信可以讓大家在 COSCUP 裡獲得更多，並與你交個朋友。'}","{'title': 'COSCUP 2020: Welcome', 'description': ""Returning to the very beginning spirit of open source, we want to let everyone quickly understand COSCUP, follow this vein to introduce an overview of this year’s tracks, and give a hitchhiker's guide to pick a track and hop in.\n\n---\n\nCOSCUP comes back again! It’s an annual event for open source fellows gathering; however, let newcomers fit in is important as well.\r\n\r\nReturning to the very beginning spirit of open source, we want to let everyone quickly understand COSCUP, follow this vein to introduce an overview of this year’s tracks, and give a hitchhiker's guide to pick a track and hop in.\r\n\r\nWith this brand new form of the Opening session, Ant will bring new friends to know more about open source, COSCUP, the communities, and casually understand what our open source fellows are playing. We believe you can get more from COSCUP through this talk, and make friends here.""}",['8RWRE9'],['Beginner'],https://hackmd.io/@coscup/B1tBXOTgD,,https://www.youtube.com/watch?v=xTt2SfIeXhA,2020
Z8WZMV,xinsfc,TR413-1,2020-08-02 14:20:00,2020-08-02 14:50:00,漢語,"{'title': 'SOLL - A Solidity/Yul to Ewasm/EVM compiler', 'description': ""SOLL[1] 編譯器專案支援將 Solidity 與 Yul (Solidity IR) 所撰寫的 smart contract 透過 LLVM 框架進行編譯，輸出成 Ewasm(Eth 1.x) 與 EVM(Eth 1.0) bytecode，並部署在現行的 Ethereum EVM/Ewasm testnet 上面。\r\n\r\n在整個演講中，我將涵蓋以下幾個主題：\r\n1. SOLL 專案的起源 (Why SOLL)\r\n2. SOLL 未來的 roadmap 與展望 (SOLL's roadmap and future plan)\r\n3. SOLL 編譯 smart contract 的內部細節 (SOLL Internals)\r\n4. SOLL 針對 smart contract 的 gas 相關最佳化的研究 (Gas-aware analysis and optimization)\r\n\r\n[1]: https://github.com/second-state/SOLL\n\n---\n\n在本演講中，我將介紹 SOLL [1] 編譯器專案。\r\nSOLL 能支援將 Solidity 與 Yul (Solidity IR) 所撰寫的 smart contract 透過 LLVM 框架進行編譯，輸出成 Ewasm bytecode (為 Eth 1.x 虛擬機的執行格式) 與 EVM bytecode (Eth 1.0 虛擬機的執行格式)，並能部署在現行的 Ethereum EVM/Ewasm testnet 上面。\r\n\r\n在整個演講中，我將涵蓋以下幾個主題：\r\n1. SOLL 專案的起源 (Why SOLL)\r\n2. SOLL 未來的 roadmap 與展望 (SOLL's roadmap and future plan)\r\n3. SOLL 編譯 smart contract 的內部細節 (SOLL Internals)\r\n4. SOLL 針對 smart contract 的 gas 相關最佳化的研究 (Gas-aware analysis and optimization)\r\n\r\n[1]: https://github.com/second-state/SOLL""}","{'title': 'SOLL - A Solidity/Yul to Ewasm/EVM compiler', 'description': ""SOLL[1] compiler project supports smart contract compilation from both Solidity(partial of the grammar) and Yul(most of the major grammar) to LLVM IR, and generate Ewasm(Eth 1.x) and EVM(Eth 1.0) byte code. Those bytecode are tested and deployed to the testnet.\r\nIn this talk, I would like to share about:\r\nWhy SOLL\r\nSOLL's roadmap and future plan\r\nSOLL internals\r\nGas-aware analysis and optimization\r\n\r\n[1]: https://github.com/second-state/SOLL\n\n---\n\nSOLL[1] 0.1.0 release supports Yul constructor and deployer.\r\nSOLL can compile both Solidity(partial of the grammar) and Yul(most of the major grammar) to LLVM IR. When the LLVM IR is generated, SOLL will apply LLVM optimization passes to reduce the code size, improve the performance, and eliminate redundant codes. And then SOLL transforms these optimized LLVM IR into Ewasm bytecodes.\r\nIn this topic, I want to share about how we optimize via LLVM framework and a new profile-guided optimization mechanism to analyze wasm runtime execution and adjust the optimization strategies back to the optimization phase to gain more improvement.\r\n\r\n[1]: https://github.com/second-state/SOLL""}",['7T9BA3'],['Advance'],https://hackmd.io/@coscup/BkktVu6lD,http://url.hyd.ai/COSCUP2020SOLL,https://youtu.be/_nEeNhlR3XY,2020
FZJQSW,8bq1de,TR209,2020-08-01 11:35:00,2020-08-01 12:35:00,漢語,"{'title': '為什麼要推動開放文件格式(ODF)？只是為了打敗微軟嗎？', 'description': '臺灣中央政府從國家發展委員會帶頭，推動以開放文件格式(ODF)為國家電子文件交換標準格式。原因是什麼？除了找大家麻煩跟不爽微軟坑授權費以外，想不出別的原因嗎？讓我們說給你聽。\n\n---\n\n這個議程我們會從大家比較少想到的「文件互通性」切入，討論開放文件格式的重要性；若還有時間則會進一步討論 ODF 所呈現的其他重要意涵。期能讓新手們瞭解，我們關切的不是大家用哪套軟體，而是背後有更重要的問題需要被解決…'}","{'title': 'Why should we use Open Document Format?  Just against Microsoft?', 'description': 'Since 2015 the National Development Council in Taiwan started a series of policies, to ask all the government agencies using CNS-15251 (ODF 1.2) as file format when exchanging digital documents of text, spreadsheet and slides.  But why?  What\'s the *real* problems we want to solve by such policies?\n\n---\n\nIn this talk the speaker will share some stories and tell everyone the ""status quo"" of the digital world in Taiwan... not a good image though.  Everyone who cares about social fairness, or wants to know about document liberation and digital freedom, is welcomed to join this talk.'}",['99YXLS'],['Beginner'],https://hackmd.io/@coscup/HyZNQdpgP,,https://www.youtube.com/watch?v=y-Nub3xQvg8,2020
97FRXH,q52oqx,TR311,2020-08-01 10:00:00,2020-08-01 10:35:00,English,"{'title': 'MySQL 8.0 Security Assessment and Hardening - What, How, When (遠端議程)', 'description': 'MySQL has added a large number of security features over the last several years and within the MySQL 8.0 release. In this session we will cover securing your MySQL environment. Passwords Policies, Permissions, Account Lockouts, Encryption, Key Management,Advanced Authentication, Roles, Certificates, PKI, and more. \r\nWe will discuss keeping your data safe and meeting regulatory requirements with hands on examples and references to what you need to know. \r\nPlus the talk will provide not just ""how to"", but what each feature provides – what sort of attacks this protects against and why.\n\n---\n\nThis talk covers all aspects of MySQL Security so that attendees have a better understanding of how to best secure their MySQL Servers.  From security assessment and auditing, to hardening and other counter measures to prevent attacks on MySQL from succeeding.  Code examples will be provided to show how to deploy, check, and monitor MySQL security.'}","{'title': 'MySQL 8.0 Security Assessment and Hardening - What, How, When (遠端議程)', 'description': 'MySQL has added a large number of security features over the last several years and within the MySQL 8.0 release. In this session we will cover securing your MySQL environment. Passwords Policies, Permissions, Account Lockouts, Encryption, Key Management,Advanced Authentication, Roles, Certificates, PKI, and more. \r\nWe will discuss keeping your data safe and meeting regulatory requirements with hands on examples and references to what you need to know. \r\nPlus the talk will provide not just ""how to"", but what each feature provides – what sort of attacks this protects against and why.\n\n---\n\nThis talk covers all aspects of MySQL Security so that attendees have a better understanding of how to best secure their MySQL Servers.  From security assessment and auditing, to hardening and other counter measures to prevent attacks on MySQL from succeeding.  Code examples will be provided to show how to deploy, check, and monitor MySQL security.'}",['9F97ZU'],['Skilled'],https://hackmd.io/@coscup/rJoYm_TxD,,https://www.youtube.com/watch?v=A5T8S__sLXg,2020
KK8ZNQ,nqth92,AU,2020-08-01 15:35:00,2020-08-01 16:00:00,漢語,"{'title': 'SDN x Cloud Native 開源專案如何改變電信商及資料中心', 'description': '此次演講主要介紹多項開源專案 簡述現在SDN x Cloud Native如何改變電信商及資料中心機房的轉變\r\n以SDN的方式改變網路控制方式, 以Cloud Native扭轉資料中心機房的營運方式\r\n結合後能蹦出什麼新火花, 在此次演講中帶給大家2020年最新資訊\n\n---\n\n此次演講主要介紹多項開源專案 簡述現在SDN x Cloud Native如何改變電信商及資料中心機房的轉變\r\n以SDN的方式改變網路控制方式, 以Cloud Native扭轉資料中心機房的營運方式\r\n結合後能蹦出什麼新火花, 在此次演講中帶給大家2020年最新資訊\r\n\r\n此次演講將帶給大家以下專案的其中幾項資訊作為例子參考: \r\n- SEBA, VOLTHA, OB-BAA\r\n- Aether, COMAC\r\n- P4, Stratum\r\n- SONiC'}","{'title': 'How SDN x Cloud Native OpenSource Project changing Datacenter and Telco', 'description': ""This Presentation will introduce some Open Source Project and how these SDN x Cloud-Native project changing the Telco Business and Datacenter. How to using SDN changing the Network Operation and How Operators changing their datacenter with Cloud Native projects. What's news if SDN and Cloud-Native combined with Existing Operation, more information will be brought to this session  :)\n\n---\n\nThis Presentation will introduce some Open Source Project and how these SDN x Cloud-Native project changing the Telco Business and Datacenter. How to using SDN changing the Network Operation and How Operators changing their datacenter with Cloud Native projects. What's news if SDN and Cloud-Native combined with Existing Operation, more information will be brought to this session  :)\r\n\r\nThis Presentation will introduce the following Projects:\r\n- SEBA, VOLTHA, OB-BAA\r\n- Aether, COMAC\r\n- P4, Stratum\r\n- SONiC""}",['WSEXYS'],['Skilled'],https://hackmd.io/@coscup/BJ3oEdTlD,,,2020
Q9K3GR,xinsfc,TR413-1,2020-08-02 11:10:00,2020-08-02 11:40:00,漢語,"{'title': '金錢樂高遊戲的潛在風險：從 DeFi 攻擊事件簿中可以學到什麼？', 'description': '探討 Ethereum DeFi 攻擊手法以及認識風險\n\n---\n\nDeFi 應用在 2019 受到廣泛關注，較低風險的穩定收益吸引更多使用者進入 crypto 的世界，但隨著抵押在鏈上的資產持續增加，足夠的誘因也使得攻擊事件頻傳，此次分享將針對攻擊案例做分析，並探討其衍伸的安全議題。'}","{'title': '金錢樂高遊戲的潛在風險：從 DeFi 攻擊事件簿中可以學到什麼？', 'description': '探討 Ethereum DeFi 攻擊手法以及認識風險\n\n---\n\nDeFi 應用在 2019 受到廣泛關注，較低風險的穩定收益吸引更多使用者進入 crypto 的世界，但隨著抵押在鏈上的資產持續增加，足夠的誘因也使得攻擊事件頻傳，此次分享將針對攻擊案例做分析，並探討其衍伸的安全議題。'}",['3RDZM8'],['Beginner'],https://hackmd.io/@coscup/BJ-_EdplD,https://speakerdeck.com/charlesj/jin-qian-le-gao-you-xi-de-qian-zai-feng-xian-cong-defi-gong-ji-shi-jian-bo-zhong-ke-yi-xue-dao-shi-mo,https://youtu.be/JvOgG_au79Q,2020
XUJSDC,eiif5v,TR313,2020-08-02 15:20:00,2020-08-02 15:50:00,English,"{'title': 'TensorFlow Runtime', 'description': ""TensorFlow Runtime, TFRT, is a new runtime for TensorFlow. TFRT has some plausible designs we can spend some time on. I'd like to cover its lock-free executor, device runtime framework, and how it uses MLIR.\n\n---\n\nTensorFlow Runtime, TFRT, is a new under-development runtime of TensorFlow. It comes with many interesting designs and useful features. I'll provide an overview of current TFRT we can see on GitHub, its lock-free graph executor, how it decouples host runtime and device runtimes, and how it use MLIR (Multi-Level Intermediate Representation) which is one of the most exciting new compiler infrastructures.""}","{'title': 'TensorFlow Runtime', 'description': ""TensorFlow Runtime, TFRT, is a new runtime for TensorFlow. TFRT has some plausible designs we can spend some time on. I'd like to cover its lock-free executor, device runtime framework, and how it uses MLIR.\n\n---\n\nensorFlow Runtime, TFRT, is a new under-development runtime of TensorFlow. It comes with many interesting designs and useful features. I'll provide an overview of current TFRT we can see on GitHub, its lock-free graph executor, how it decouples host runtime and device runtimes, and how it use MLIR (Multi-Level Intermediate Representation) which is one of the most exciting new compiler infrastructures.""}",['TN3LNX'],['Skilled'],https://hackmd.io/@coscup/HJhOMu6xv,,https://www.youtube.com/watch?v=G9LlWbmRqCc,2020
JVEEKD,k0it1p,TR410,2020-08-02 15:20:00,2020-08-02 15:50:00,漢語,"{'title': '網路還有理性討論的空間嗎？', 'description': '過去，我是一個相信網路能帶來更好公民社會的參與者。我相信更多的資訊、更多的討論，可以促成大家凝聚一定程度的共識，進而讓社會更好。\r\n\r\n但是，現在的網路，卻似乎四處充斥著假消息的身影，以正義為名的出征也彼彼皆是。網路真的有理性討論的空間嗎？唐鳳所提的「無知之牆」、「白目之牆」、「資訊爆炸之牆」真的可以破除嗎？\r\n\r\n此講中，雨蒼會分享自身的經驗，探討以網路作為理性討論平台的可能。\n\n---\n\n過去，我是一個相信網路能帶來更好公民社會的參與者。我曾在COSCUP談「Hack Everything, Including Society」，我相信更多的資訊、更多的討論，可以促成大家凝聚一定程度的共識，進而讓社會更好。\r\n\r\n但是，到了現在，我們似乎面對了更為嚴峻的挑戰；在網路世界，出征似乎成了常態，有些平台充斥著發洩與霸凌，以正義為名的出征彼彼皆是。所謂的言論自由，似乎反而成了假消息的保護傘；號稱自由的網路世界，卻似乎隱隱約約看到網軍的手，以及公關公司背後的陰影。\r\n\r\n網路真的有理性討論的空間嗎？唐鳳曾提到的「無知之牆」、「白目之牆」、「資訊爆炸之牆」真的可以破除嗎？在這幾年的實踐下來，我發現理性的討論環境似乎有非常多要處理的條件，才能達到理性的討論環境，也比較能達到好的共識；如果開源圈要進行社群經營，如何良善的討論出共識與規則就很重要。\r\n\r\n我會盤點自己曾參與過的網路討論經驗，包括vTaiwan、司改會的「全民司改運動」、唐鳳的開放政府，重新釐清，網路討論是否還有理性討論的空間？我們又該如何面對未來的狀況與環境？'}","{'title': '網路還有理性討論的空間嗎？', 'description': '過去，我是一個相信網路能帶來更好公民社會的參與者。我相信更多的資訊、更多的討論，可以促成大家凝聚一定程度的共識，進而讓社會更好。\r\n\r\n但是，現在的網路，卻似乎四處充斥著假消息的身影，以正義為名的出征也彼彼皆是。網路真的有理性討論的空間嗎？唐鳳所提的「無知之牆」、「白目之牆」、「資訊爆炸之牆」真的可以破除嗎？\r\n\r\n此講中，雨蒼會分享自身的經驗，探討以網路作為理性討論平台的可能。\n\n---\n\n過去，我是一個相信網路能帶來更好公民社會的參與者。我曾在COSCUP談「Hack Everything, Including Society」，我相信更多的資訊、更多的討論，可以促成大家凝聚一定程度的共識，進而讓社會更好。\r\n\r\n但是，到了現在，我們似乎面對了更為嚴峻的挑戰；在網路世界，出征似乎成了常態，有些平台充斥著發洩與霸凌，以正義為名的出征彼彼皆是。所謂的言論自由，似乎反而成了假消息的保護傘；號稱自由的網路世界，卻似乎隱隱約約看到網軍的手，以及公關公司背後的陰影。\r\n\r\n網路真的有理性討論的空間嗎？唐鳳曾提到的「無知之牆」、「白目之牆」、「資訊爆炸之牆」真的可以破除嗎？在這幾年的實踐下來，我發現理性的討論環境似乎有非常多要處理的條件，才能達到理性的討論環境，也比較能達到好的共識；如果開源圈要進行社群經營，如何良善的討論出共識與規則就很重要。\r\n\r\n我會盤點自己曾參與過的網路討論經驗，包括vTaiwan、司改會的「全民司改運動」、唐鳳的開放政府，重新釐清，網路討論是否還有理性討論的空間？我們又該如何面對未來的狀況與環境？'}",['9DAAQZ'],['Skilled'],https://hackmd.io/@coscup/HkoRGOplD,,https://www.youtube.com/watch?v=hcXU-YKeZj4,2020
ZZGTYY,k0it1p,TR410,2020-08-02 13:00:00,2020-08-02 14:20:00,漢語,"{'title': 'Workshop：借助開源科技把自己開放出來', 'description': '本講次將帶領開源新鮮人，運用知名的開源軟體MediaWiki（媒體維基）等，將自己或自己想做的事有條理地呈現出來，透過「開放自己」來培養開源人的真性情。除了學習安裝、操作、運用開源軟體，實際享受開源的成果之外，過程中也將埋入許多基本觀念，像是認識開源的無遠弗屆、留意開源授權類型、何謂開放鍵連資料……等等，順便培養大家運用協作工具寫文件的好習慣。\r\n**注意：本議程為 workshop，請與會者自備筆電喔！**\n\n---\n\n許多人都用過維基百科（Wikipedia），享受知識共享的好處（相關主題：什麼是Wiki/維基？），但用過的人不一定都知道，原來維基百科的基礎MediaWiki（媒體維基），其實是一套開源的自由軟體，任何人都可以使用它來進行類似維基百科的知識條目撰寫或共筆（相關主題：維基解密/WikiLeaks干維基什麼事？）。\r\n\r\n除了維基媒體基金會（一個非營利組織，負責營運維基百科以及眾多相關計劃，也包括MediaWiki）旗下許多計劃都使用MediaWiki之外，由於它是透過GNU通用公眾授權條款（GPL）釋出的自由軟體（Free Software），造福的領域無遠弗屆，包括許多公司等機構用來「部署為內部的知識管理和內容管理系統」、「教育機構也讓學生使用MediaWiki來進行小組計畫的管理和維護」、以及許多公共wiki網站如「Wikia、wikiHow和維基解密」，甚至其它「和維基百科模式相似的線上wiki百科」，如大眾百科、Metapedia、Scholarpedia……等。\r\n\r\n事實上MediaWiki也很適合個人使用。因此本講次將以實機操作的方式，帶領開源新鮮人一步步在本機上安裝MediaWiki，並透過XAMPP工具（同樣以GNU GPL釋出）來簡化Apache網頁伺服器、MariaDB資料庫等安裝流程。這些MediaWiki會用到的配備，全都是值得新鮮人認識的知名開源軟體，也同樣廣為各界所使用。\r\n\r\n安裝過程中有個授權的選項，你可以儘量選擇較為開放的條款（例如CC BY 4.0），走進開源世界的第一步最好的方式之一，就是實際享受一下開源的成果，並有機會在享受的過程中也貢獻一點什麼出來。完成之後，繼續學習MediaWiki的基本語法，快速建立一系列Wiki條目，並透過建立超連結（hyperlinks）、類別（Categories）等功能來串接相關條目（相關主題：鍵連資料與開放資料），進入以MediaWiki來整理思緒、並開放自己與社群朋友交流的境界。\r\n\r\n一旦你也開始使用開源工具、系統性地開始貢獻出自己心得、並歡迎大家運用的時候，也就成為開源社群的一份子囉！'}","{'title': 'Open up yourself with open source technology', 'description': 'This mini workshop will guide starters by introducing some of the most popular open source software, such as MediaWiki, and other selective fundamental topics in this domain. By doing so, participants will learn to present their projects in an organized way. Through the process to ""open up yourself"", they will cultivate the true spirit of open source thinking. Along the way, the good habit of writing documents using collaboration tools will be established.\r\n\r\n**Notice：The session is a workshop, please take your own laptop**\n\n---\n\n許多人都用過維基百科（Wikipedia），享受知識共享的好處（相關主題：什麼是Wiki/維基？），但用過的人不一定都知道，原來維基百科的基礎MediaWiki（媒體維基），其實是一套開源的自由軟體，任何人都可以使用它來進行類似維基百科的知識條目撰寫或共筆（相關主題：維基解密/WikiLeaks干維基什麼事？）。\r\n\r\n除了維基媒體基金會（一個非營利組織，負責營運維基百科以及眾多相關計劃，也包括MediaWiki）旗下許多計劃都使用MediaWiki之外，由於它是透過GNU通用公眾授權條款（GPL）釋出的自由軟體（Free Software），造福的領域無遠弗屆，包括許多公司等機構用來「部署為內部的知識管理和內容管理系統」、「教育機構也讓學生使用MediaWiki來進行小組計畫的管理和維護」、以及許多公共wiki網站如「Wikia、wikiHow和維基解密」，甚至其它「和維基百科模式相似的線上wiki百科」，如大眾百科、Metapedia、Scholarpedia……等。\r\n\r\n事實上MediaWiki也很適合個人使用。因此本講次將以實機操作的方式，帶領開源新鮮人一步步在本機上安裝MediaWiki，並透過XAMPP工具（同樣以GNU GPL釋出）來簡化Apache網頁伺服器、MariaDB資料庫等安裝流程。這些MediaWiki會用到的配備，全都是值得新鮮人認識的知名開源軟體，也同樣廣為各界所使用。\r\n\r\n安裝過程中有個授權的選項，你可以儘量選擇較為開放的條款（例如CC BY 4.0），走進開源世界的第一步最好的方式之一，就是實際享受一下開源的成果，並有機會在享受的過程中也貢獻一點什麼出來。完成之後，繼續學習MediaWiki的基本語法，快速建立一系列Wiki條目，並透過建立超連結（hyperlinks）、類別（Categories）等功能來串接相關條目（相關主題：鍵連資料與開放資料），進入以MediaWiki來整理思緒、並開放自己與社群朋友交流的境界。\r\n\r\n一旦你也開始使用開源工具、系統性地開始貢獻出自己心得、並歡迎大家運用的時候，也就成為開源社群的一份子囉！'}",['WQNZVQ'],['Beginner'],https://hackmd.io/@coscup/HkVAGu6gP,,https://www.youtube.com/watch?v=z4g5olbrgVI,2020
