id,type,room,start,end,language,zh,en,speakers,speakerZhName,speakerEnName,speakerZhBio,speakerEnBio,speakerAvatar,tags,co_write,qa,slide,record,year
NMLNDL,l4jfte,TR413-1,2021-08-01 14:30:00,2021-08-01 15:00:00,漢語,"{'title': '帶著 Chromebook，到哪都可以寫 React', 'description': '使用 Chromebook 進行 React 開發。內容包含 Chromebook crostini 的使用，使用自己定義的 container (Ubuntu/Centos)，中文輸入設定問題，React 開發環境設定例如：VSCode、Vim 設定，資料毀損救援等。歡迎對 Chromebook 的簡易友善的操作介面、穩定度及電池長效有興趣的 Web 開發者一起加入。'}","{'title': 'React Website Development on a Chromebook', 'description': 'Building a React Website with Chromebook.'}",['RVYBRR'],,,,,,['Beginner'],https://hackmd.io/@coscup/B1Ol8TvAO/%2F%40coscup%2FS1IkUaDAu,https://app.sli.do/event/nfhorpuc,,,2021
BBHNLB,vh7gry,TR214,2021-07-31 14:20:00,2021-07-31 15:00:00,漢語,"{'title': '從 Ruby 寫到 Python，\x08\x08遊戲設計師到工程師的職場生存術', 'description': '\x08回顧從學習 Ruby 和 Ruby On Rails 開始轉職，以遊戲設計師的經歷踏入軟體開發者的世界。再因應工作需求轉換語言到 Python 開發企業級電子交換系統的心路歷程分享。\x08此次分享適合想踏入程式開發或剛踏入不久的你。'}","{'title': 'From Ruby To Python, From Game Designer To Software Developer', 'description': 'Review: Learning Ruby and Ruby On Rails for a career change from a game designer to becoming a software developer. Using Python In order to fulfill the needs of the client and develop b2b EDI System. The talk is for the beginners of learning to code or just start to code recently as a job'}",['WBXBFE'],,,,,,[],https://hackmd.io/@coscup/r1jH7TPRO/%2F%40coscup%2FB1iXmTwCO,https://app.sli.do/event/inemsiea,,,2021
ZVQG9E,twcru5,TR209,2021-07-31 14:00:00,2021-07-31 14:35:00,漢語,"{'title': 'User authentication in Go Web Server', 'description': '介紹目前 Web application 中主流的 User authentication 機制，其中包含：\r\n1. 經典 user / password，將說明在實作中大家可能忽略而造成弱點的地方\r\n2. OTP multi-factor 機制與實作流程\r\n3. 可能成為未來主流的 Web authentication protocol 流程說明\r\n4. 比較 Go user authentication 相關的 open source projects'}","{'title': 'User authentication in Go Web Server', 'description': 'User authentication in Web applications written in Go. There are four parts in this sharing:\r\n1. Potential issues of user / password authentication\r\n2. The implementation of OTP mechanism\r\n3. Authentication flow of Web authentication protocol \r\n4. open source libraries comparison'}",['MRKXKF'],,,,,,['Skilled'],https://hackmd.io/@coscup/HyHyr6PR_/%2F%40coscup%2FSJwCVpvRd,https://app.sli.do/event/a3t9ozuk,,,2021
SFATQ8,7istqc,AU,2021-07-31 13:50:00,2021-07-31 14:20:00,漢語,"{'title': '設計一個可程式的電路評估系統', 'description': '本專案探討如何設計一個通用型的數位電路評估板。\r\n\r\n傳統上，學習電子電路的過程中，要配合實作需要花費較多的時間以及費用，本專案探討設計一個通用電路評估板的可能性。透過分析常用電路中重覆的架構，學習者在這個評估板上，可以專心於電路的不同連接組合，以及相應的電路功能測試。\r\n\r\n本專案的目標是以更友善的方式幫助有興趣學習電路設計的人，以越少的時間、資源，學習越多的電路知識。另外本專案也在可行性評估上，去評估可以實現的各種不同電路的態樣。\r\n\r\n本專案建立實體的評估板，以及網頁格式的使用介面。使用者可以透過網頁上的操作，進行電路的設計。'}","{'title': 'Design of a General Purpose Circuit Evaluation and Education Platform', 'description': 'This project focus on how to design a general purpose circuit evaluation and education board. \r\n\r\nConventionally, it takes much time and money to study and implement a digital circuit. This project analyze and extract common part of different circuits, and design a general purpose evaluation board. User could focus on the placement of peripheral circuits to form a circuit with specific purpose. \r\n\r\nThe project aims to help people who is interested with circuit design, and make implementation in more friendly way, with less time/money efforts. In our study, we also evaluate the circuit that could be implemented in our platform. \r\n\r\nThis project also implement the idea with website. User can also design their own circuit via website.'}",['SXKU8P'],ioksengtan,ioksengtan,later,later,,[],https://hackmd.io/@coscup/BkCHUaPAO/%2F%40coscup%2FHJHBITD0d,https://app.sli.do/event/ienr1mvq,,,2021
HDH3NQ,9as36v,TR211,2021-07-31 12:55:00,2021-07-31 13:40:00,漢語,"{'title': '#decentralizehk - 分散式紀錄香港以至人類歷史，免被威權篡改', 'description': '隨著以比特幣為首的各種密碼貨幣價格持續上漲，社會逐漸理解到或者至少聽說過區塊鏈如何把鑄造金錢和金融服務從國家政府和銀行手上釋放出來，成為一系列去中心金融服務，decentralize finance，DeFi。但 DeFi 的巨大成功，也讓大部分人忘記了為金錢交易記賬只不過是區塊鏈的眾多應用之一，比如去中心出版， decentralize publishing，DePub，把出版的權力牢牢握在群眾手上，其重要性不亞於金融服務。\r\n\r\n在民主還沒成熟，甚至急速倒退的香港，新聞自由正不斷受到猛烈打壓。全港最大，也是唯一報導政府負面新聞不遺餘力的蘋果日報創辦人被捕，集團生死未卜；有線電視調查新聞部被整頓，中國組全組憤而離職；721 事件調查報導的記者被以查詢車牌的無理罪名被定罪... 直到公營的香港電台人事從上而下撤換，新管理層著手把歷史節目被下架，群眾意識到，歷史的杜撰不能依賴政權，否則真理部會獨佔話語權，任意編寫各種指鹿為馬的故事，利用特權寫入史冊。\r\n\r\n#decentralizehk 於 2020 年 5 月 發起，為港人充權，科普去中心相關知識，尤其是如何利用區塊鏈儲存新聞報導等公共議題。該演講會分享 #decentralizehk 如何使用 ipfs、Cosmos SDK、Keplr wallet、LikeCoin chain 等技術互相搭配，與世界各地的參與者一起紀錄歷史，免被政權滅聲。'}","{'title': '#decentralizehk - archiving the history of Hong Kong and humanity on blockchain to avoid manipulation', 'description': '隨著以比特幣為首的各種密碼貨幣價格持續上漲，社會逐漸理解到或者至少聽說過區塊鏈如何把鑄造金錢和金融服務從國家政府和銀行手上釋放出來，成為一系列去中心金融服務，decentralize finance，DeFi。但 DeFi 的巨大成功，也讓大部分人忘記了為金錢交易記賬只不過是區塊鏈的眾多應用之一，比如去中心出版， decentralize publishing，DePub，把出版的權力牢牢握在群眾手上，其重要性不亞於金融服務。\r\n\r\n在民主還沒成熟，甚至急速倒退的香港，新聞自由正不斷受到猛烈打壓。全港最大，也是唯一報導政府負面新聞不遺餘力的蘋果日報創辦人被捕，集團生死未卜；有線電視調查新聞部被整頓，中國組全組憤而離職；721 事件調查報導的記者被以查詢車牌的無理罪名被定罪... 直到公營的香港電台人事從上而下撤換，新管理層著手把歷史節目被下架，群眾意識到，歷史的杜撰不能依賴政權，否則真理部會獨佔話語權，任意編寫各種指鹿為馬的故事，利用特權寫入史冊。\r\n\r\n#decentralizehk 於 2020 年 5 月 發起，為港人充權，科普去中心相關知識，尤其是如何利用區塊鏈儲存新聞報導等公共議題。該演講會分享 #decentralizehk 如何使用 ipfs、Cosmos SDK、Keplr wallet、LikeCoin chain 等技術互相搭配，與世界各地的參與者一起紀錄歷史，免被政權滅聲。'}",['M3MLVK'],,,,,,[],https://hackmd.io/@coscup/Sylj7TP0_/%2F%40coscup%2FH1Mv76PR_,https://app.sli.do/event/um0wlppq,,,2021
EBBSRL,vh7gry,TR214,2021-08-01 13:30:00,2021-08-01 14:10:00,漢語,"{'title': '用 mruby 來寫跨平台工具', 'description': '如何部署在多平台上是使用 Ruby 來寫工具時常遇到的一大問題。因為 Ruby 的直譯語言特性，部署使用 Ruby 寫的工具時，必須要包含直譯器和所有的相依函式庫。要安裝一堆東西超級難部署。不知道有沒有可以更方邊部署的方法呢？\r\n\r\n本場次會介紹 mruby，一個被設計用來嵌入其他程式的 Ruby。並且示範如何使用 mruby 來寫多平台的單一執行檔工具。\r\n\r\n難度：簡單\r\n預期聽眾：對 mruby 有興趣者，想寫多平台工具者。'}","{'title': 'Making Multi-platform Tool With mruby', 'description': ""Deployment is one of the biggest issue when developing tools with Ruby. Due to the interpreter nature of Ruby, we need to bundle interpreter and all dependencies with our code when deploying. It's troublesome to deploy tons of stuffs. Is there a better way to deploy?\r\n\r\nThis talk will introduce mruby, a Ruby that's designed to be embedded into other programs. And show how to write multi-platform single binary tool with mruby.\r\n\r\ndifficulty: easy\r\nexpected audience: people who interested in mruby. people who want to write multi-platform tools.""}",['V9HPYU'],,,,,,[],https://hackmd.io/@coscup/r1jH7TPRO/%2F%40coscup%2FH1A47TPR_,https://app.sli.do/event/etjpevxf,,,2021
WJKPRJ,twcru5,TR209,2021-07-31 14:40:00,2021-07-31 15:10:00,漢語,"{'title': 'Fuzzying test in Go', 'description': 'Fuzzing test 在各領域已被證明可以有效的找到系統中的 bug 或漏洞，在 go standard library 當中也採用 fuzzing test 的方式成功的找到並修復上百個 issue。在本 session 中，我們會來聊聊什麼是 fuzzing test、它為什麼會有用、該如何做 fuzzing test 以及 continuous fuzzing。'}","{'title': 'Fuzzing test in Go', 'description': 'Fuzzing test has been proved it could effectively find bugs and vulnerabilities in the system. Go standard library also takes fuzzing tests and successfully found and fixed hundreds of issues. In this session, we will talk about what the fuzzing test is, why it is useful and how to do it, and continuous fuzzing.'}",['LBJDF7'],,,,,,['Advance'],https://hackmd.io/@coscup/HyHyr6PR_/%2F%40coscup%2FHy304pvRO,https://app.sli.do/event/shp3zxy2,,,2021
ZCY9QN,p781mx,TR409-1,2021-08-01 13:00:00,2021-08-01 13:30:00,漢語,"{'title': '透過 Firebase Extensions 快速打造應用程式', 'description': 'Firebase 作為目前市佔率第一的行動應用開發平台，仍有許多功能是需要開發者串接多項服務並配合 Cloud Functions 客製化開發才能夠實現，甚至需要整合第三方的 API 才能夠完成（如寄送電子報）。\r\n\r\n在這次的分享中，我將與各位介紹 Firebase Extensions 的使用與開發方式，此一由官方推出的擴充平台，讓開發者們可以快速使用各種預先整合好的功能，並也能將自家的程式邏輯打包，以做後續的再次復用。'}","{'title': 'Using Firebase Extensions to build apps quickly', 'description': ""Firebase, as the leading mobile app service platform, still lacks many functionalities that requires developers to do custom integration of several services using Cloud Functions. Sometimes, we even need to integrate 3rd party APIs to achieve goals like sending newsletters.\r\n\r\nIn this talk, I'm gonna introduce Firebase Extensions, the official extension platform let developers deploy functionality to app quickly with pre-packaged solutions, and also wrap up specific task or set of code as a reusable package.""}",['UHHMEB'],,,,,,['Skilled'],https://hackmd.io/@coscup/ryH3GaPCu/%2F%40coscup%2FByDsMTvC_,https://app.sli.do/event/thmcdyum,,,2021
SEMZDX,4mvctm,TR309,2021-08-01 15:35:00,2021-08-01 15:55:00,漢語,"{'title': 'Android 工程師向後~轉，用ktor 開發Google Assistant 服務上Cloud run', 'description': 'ktor \r\nkotlin'}","{'title': 'Android Engineer use ktor coding webhook for google assistant', 'description': 'ktor\r\nkotlin'}",['EQCHGN'],,,,,,['Beginner'],https://hackmd.io/@coscup/B1aXLTPAd/%2F%40coscup%2FH1umU6DRd,https://app.sli.do/event/gl7mulac,,,2021
CGDY3P,xb525k,RB105,2021-08-01 11:50:00,2021-08-01 12:20:00,漢語,"{'title': '探討 JavaScript 中的 synchronization & concurrency - 以 TypeScript 打造的開源 task queue library 為例', 'description': '你有聽過 JavaScript 是單一執行緒的語言嗎? 你知道 JavaScript 的 async 的原理嗎? 你知道什麼時候會需要控制 concurrency 的情形嗎? 本演講除了會為你一一解答外，還會帶著你走一遍如何實作出一個開源的 task queue library，以及如何在 TypeScript 中實作出其他語言 (e.g. Java) 的 @synchronized decorator.\r\n\r\n大綱:\r\n1. 介紹 JavaScript 的 async, concurrency - 4 min\r\n2. 介紹為何要打造 task queue library - 4 min\r\n3. 實際講解程式碼跟範例 - 17 min\r\n    - 使用 @synchronized, @concurrent 在 method 上\r\n    - 一般 async/promising return/sync function 型式的使用方法\r\n   -  講解程式碼\r\n4. Q & A - 5min'}","{'title': 'What is synchronization & concurrency in JavaScript - Use a TypeScript task queue library to introduce', 'description': 'Have you ever heard that JavaScript is a single thread language? Do you know what is async in JavaScript? Do you know when you need to control the concurrency situation in your code? This talk will give you a guide on how to make an open-source task queue library, and how to use TypeScript to make a @synchronized decorator often seen in other languages, like Java.\r\n\r\nOutline:\r\n1. Introduction what is async and concurrency in JavaScript - 4 min\r\n2. Introduce why do we need a task queue library - 4 min\r\n3. Go through the code and its example - 17 min\r\n    - use @synchronized, @concurrent on method\r\n    - use async function, promising-returning function, syn function into queue\r\n    - go through the code\r\n4. Q & A - 5 min'}",['BWREY9'],,,,,,[],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FS1_zETwCO,https://app.sli.do/event/c4o018t8,,,2021
N9LDAR,l4jfte,TR413-1,2021-08-01 13:30:00,2021-08-01 14:00:00,漢語,"{'title': '打造個人知識系統 ft. Joplin 跨平台跨裝置開源筆記', 'description': '在這個資訊爆炸又要兼顧斜槓的時代，如何自己打造一個加速總結、並提升產出效率的，個人知識系統與作業流程，是個有趣的探索與話題。\r\n\r\nJoplin 跨平台、跨裝置的特性，使它在眾多開源筆記軟體（甚至眾多筆記軟體之中）特別亮眼。\r\n\r\n嘗試分享如何識別、區別各種資訊來源格式，分析各種來源格式的特性，找出對應的儲存整理方式。接著逐步識別個人知識系統的屬性，從屬性與現實實務場景限制下，運用 Joplin 等工具打造屬於自己的個人知識管理系統。\r\n\r\n每個人的屬性與需求不一定相同，採用的方案與方法也不盡一致，但望拋出思路，與各位先進一起探索關於筆記與生產力的世界 :)'}","{'title': 'Build Your Personal Knowledge Base ft. Joplin - Cross-platform, Open Source Note-taking App', 'description': ""In this era of information explosion, how to build a personal knowledge system and workflow that accelerates summary and improves output efficiency is an interesting exploration and topic.\r\n\r\nJoplin, with cross-platform and cross-device features make it particularly eye-catching among many open source note-taking software (and even among many note-taking software).\r\n\r\nTry to share how to identify and distinguish various information source formats, analyze the characteristics of various source formats, and find out the corresponding storage and organization methods. Then gradually identify the attributes of the personal knowledge system, and use tools such as Joplin to create your own personal knowledge management system under the constraints of attributes and practical scenarios.\r\n\r\nEveryone's attributes and needs are not necessarily the same, and the schemes and methods adopted are not all the same, but I hope to throw out ideas and explore the world of note-taking and productivity with you all :)""}",['GNQSS9'],,,,,,['Beginner'],https://hackmd.io/@coscup/B1Ol8TvAO/%2F%40coscup%2Frk30SpDCO,https://app.sli.do/event/xstsgkyo,,,2021
Q3FH7V,rvoagr,TR212,2021-07-31 11:20:00,2021-07-31 11:50:00,漢語,"{'title': 'lock-free queue for C++', 'description': 'lock free的資料結構要設計的正確本身就不是一件容易的事\r\n還要設計的高效率,高強度更不是一件簡單的事.\r\n這次想要分享一個工業級強度的lock free queue(moodycamel),\r\n這是一個實作於c++11的mpmc queue而且效能是公開檢視的.\r\n讓我們看看設計一個經的起考驗的queue需要考慮什麼.'}","{'title': 'lock free queue for c++', 'description': 'Introduce lock free queue (moodycamel) implement in c++11.'}",['7CGNBZ'],,,,,,[],https://hackmd.io/@coscup/Bk8qLaw0d/%2F%40coscup%2FBJTLUpDCO,https://app.sli.do/event/eotx6rlo,,,2021
EMZQS8,twcru5,TR209,2021-07-31 12:40:00,2021-07-31 13:10:00,漢語,"{'title': 'Orion: Golang framework building microservices.', 'description': 'Orion 是 Carousell 旋轉拍賣創立的 Golang 框架，已經被廣泛運用在 Carousell 超過 100 個服務上面。可以簡單地透過 Protobuf 定義 Endpoint，接著一行指令就產生 HTTP 與 gRPC 兩種 Protocol，搭配 Prometheus、Hystrix、NewRelic、Jaeger 的支援，快速大量構建具備良好 Observability 的 Microservice。\r\n\r\n介紹框架之外，也會與大家分享演化到千萬 MAU 的服務中，Orion 更具備怎樣的彈性支援你的需求，我們遇到的一些困難如何透過 Golang 與框架去一一解決。換句話說，帶你藉由 Orion 這個框架從 0 走到破千 RPS 的旅程。'}","{'title': 'Orion: Golang framework building microservices', 'description': ""Orion, a Golang framework built by Carousell, has been broadly used in more than 100 services within Carousell. It supports a simple way to build endpoints via Protobuf definition and with one line of command generates both HTTP and gRPC protocols. And, it integrates with Prometheus, Hystrix, NewRelic, Jaeger, and other services building microservices with good observability.\r\n\r\nBesides it, the talk will also share technical challenges we've encountered and how Orion helps and supports, especially when more and more engineers joining the development.""}",['73APV9'],,,,,,['Skilled'],https://hackmd.io/@coscup/HyHyr6PR_/%2F%40coscup%2FrkC64pP0u,https://app.sli.do/event/61bajlpm,,,2021
7AJLNU,twcru5,TR209,2021-07-31 15:20:00,2021-07-31 15:50:00,漢語,"{'title': 'From System Engineer to Gopher', 'description': '從System software engineer轉職成Golang backend engineer的心路歷程'}","{'title': 'From System Engineer to Gopher', 'description': 'The journey of switching from System software engineer to Golang backend engineer'}",['GPRYER'],,,,,,['Beginner'],https://hackmd.io/@coscup/HyHyr6PR_/%2F%40coscup%2FrybJB6wAO,https://app.sli.do/event/xmm1pkrd,,,2021
LBNAKX,rvoagr,TR212,2021-07-31 14:40:00,2021-07-31 15:10:00,漢語,"{'title': 'SONiC - How to porting?', 'description': ""SONiC is an OS maintain by Microsoft. It's a Azure switch prototype. This guide talks about the python architecture designed by Microsoft . Use python codes to control various platforms provided hardware manufacturers.""}","{'title': 'SONiC -Porting Guide', 'description': ""SONiC is an OS maintain by Microsoft. It's a Azure switch prototype. This guide talks about the python architecture designed by Microsoft . Use python codes to control various platforms provided hardware manufacturers.""}",['TGVRKA'],,,,,,[],https://hackmd.io/@coscup/Bk8qLaw0d/%2F%40coscup%2FByY_IpvR_,https://app.sli.do/event/nywgqypv,,,2021
NNWVSZ,2qp9uj,TR311,2021-08-01 11:35:00,2021-08-01 12:05:00,English,"{'title': 'State of CJK issues of LibreOffice 2021', 'description': ""The LibreOffice project is an aimed at multilingualism, as stated in The Document Foundation’s “Our Values” of “Our Next Decade Manifesto” that anyone can translate so that everyone can use it in their mother tongue.\r\n\r\nhttps://www.documentfoundation.org/pdf/tdf_manifesto.pdf\r\n\r\nHowever, LibreOffice developers are mostly in Europe, and in order to use them conveniently in other languages, those who understand those languages \u200b\u200bneed to solve the problem. LibreOffice 's CJK and problems unique to the Japanese environment are various such as vertical writing, external characters, phonetic, currency and date notation.\r\n\r\nSometimes CJK regression bugs occur in the LibreOffice project. It is important to strengthen user’s feedback loop approach. We have to be able to explain it to people from different cultures. It is also important that CJK people actually try to fix the CJK bugs.\r\n\r\nIn openSUSE.Asia 2018 (COSCUP 2018) and COSCUP 2019 my talks, I organized examples of concrete CJK bugs and introduce typical LibreOffice CJK bugs.\r\n\r\nIn this talk, first I will show you how we explain CJK bugs to people from different cultures so that they can understand.\r\nSecondly, I will introduce the status of recent LibreOffice CJK bugs. Thirdly, tell the story of an individual interesting bugs.""}","{'title': 'State of CJK issues of LibreOffice 2021', 'description': ""The LibreOffice project is an aimed at multilingualism, as stated in The Document Foundation’s “Our Values” of “Our Next Decade Manifesto” that anyone can translate so that everyone can use it in their mother tongue.\r\n\r\nhttps://www.documentfoundation.org/pdf/tdf_manifesto.pdf\r\n\r\nHowever, LibreOffice developers are mostly in Europe, and in order to use them conveniently in other languages, those who understand those languages \u200b\u200bneed to solve the problem. LibreOffice 's CJK and problems unique to the Japanese environment are various such as vertical writing, external characters, phonetic, currency and date notation.\r\n\r\nSometimes CJK regression bugs occur in the LibreOffice project. It is important to strengthen user’s feedback loop approach. We have to be able to explain it to people from different cultures. It is also important that CJK people actually try to fix the CJK bugs.\r\n\r\nIn openSUSE.Asia 2018 (COSCUP 2018) and COSCUP 2019 my talks, I organized examples of concrete CJK bugs and introduce typical LibreOffice CJK bugs.\r\n\r\nIn this talk, first I will show you how we explain CJK bugs to people from different cultures so that they can understand.\r\nSecondly, I will introduce the status of recent LibreOffice CJK bugs. Thirdly, tell the story of an individual interesting bugs.""}",['PK9W7R'],,,,,,['Skilled'],https://hackmd.io/@coscup/Byawrav0_/%2F%40coscup%2FHJ9USpPAu,https://app.sli.do/event/x2kgie3t,,,2021
AKEFYE,7istqc,AU,2021-07-31 14:30:00,2021-07-31 15:10:00,English,"{'title': ""BoF - Raspberry Pi 400/ Compute Module 4/ Raspberry Pi Pico and more - let's discuss how to make your own things"", 'description': ""Let's talk latest Raspberry Pi with your 'project'. It is under COVID-19 'painful' environment. though, Raspberry Pi has released many products - Raspberry Pi 400/ Compute Module 4 / Raspberry Pi Pico micro controller. Raspberry Pi is now not only hobbies and education use but also Embedded products for startup/Enterprise.\r\nMasafumi will introduce latest Raspberry Pi information (its products/software and etc) and discuss with you what you make with Raspberry Pi for your projects - hobbies/educations/Enterprise and startup business and more. Masafumi will talk BoF style this year to call for good projects to introduce to Raspberry Pi like CutiePi by Penk Chen, one of most successful Taiwanese Raspberry Pi project.""}","{'title': ""BoF - Raspberry Pi 400/ Compute Module 4/ Raspberry Pi Pico and more - let's discuss how to make your own things"", 'description': ""Let's talk latest Raspberry Pi with your 'project'. It is under COVID-19 'painful' environment. though, Raspberry Pi has released many products - Raspberry Pi 400/ Compute Module 4 / Raspberry Pi Pico micro controller. Raspberry Pi is now not only hobbies and education use but also Embedded products for startup/Enterprise.\r\nMasafumi will introduce latest Raspberry Pi information (its products/software and etc) and discuss with you what you make with Raspberry Pi for your projects - hobbies/educations/Enterprise and startup business and more. Masafumi will talk BoF style this year to call for good projects to introduce to Raspberry Pi like CutiePi by Penk Chen, one of most successful Taiwanese Raspberry Pi project.""}",['MF8PWU'],,,,,,[],https://hackmd.io/@coscup/BkCHUaPAO/%2F%40coscup%2Fry5r8TP0_,https://app.sli.do/event/9fu26zkg,,,2021
FAGTGQ,vh7gry,TR214,2021-08-01 14:20:00,2021-08-01 15:00:00,漢語,"{'title': '2021 年 Ruby 高並行程式指北', 'description': '- 高並行程式的因果關係\r\n- Ruby 異步程式歷史\r\n- Ruby 3 Fiber Scheduler\r\n- Ruby 3 Ractors\r\n- 何時我們才能享受到異步程式的便利\r\n- 如何改造你的 Ruby 程式'}","{'title': 'Ruby High Concurrent Programming in 2021', 'description': '- The Sufficient and Necessary Conditions in High Concurrency Program\r\n- The History of Ruby Async Programming\r\n- Ruby 3 Fiber Scheduler\r\n- Ruby 3 Ractors\r\n- When Could We Benefit from Async Programs\r\n- How to Upgrade Your Ruby Program'}",['NJRUA8'],,,,,,[],https://hackmd.io/@coscup/r1jH7TPRO/%2F%40coscup%2FrkMBQ6D0O,https://app.sli.do/event/vvsw8nth,,,2021
YVX7GV,4mvctm,TR309,2021-08-01 14:55:00,2021-08-01 15:25:00,English,"{'title': 'Android Reactive Architecture in Kotlin', 'description': 'The concept of reactive programming and declarative programming is more and more popular right now, there are bunch of libraries to help you doing that, like RxJava, LiveData and Coroutine Flow. In this talk, I will talk about the core concept of reactive programming and how to implement this on modern Android development.\r\n\r\n\r\nThis is medium-level talk, it would be good if you are:\r\n- Already know how to use functional operators like map, filter or reduce.\r\n- Basic understanding of MVVM and observer pattern\r\n\r\nIt would be great if you are:\r\n- Curious about why not just use Coroutine for every product.\r\n- Eager to know reactive programming best practices\r\n\r\nGithub repo link: \r\nhttps://github.com/hungyanbin/ReactiveStickyNote'}","{'title': 'Android Reactive Architecture in Kotlin', 'description': 'The concept of reactive programming and declarative programming is more and more popular right now, there are bunch of libraries to help you doing that, like RxJava, LiveData and Coroutine Flow. In this talk, I will talk about the core concept of reactive programming and how to implement this on modern Android development.\r\n\r\n\r\nThis is medium-level talk, it would be good if you are:\r\n- Already know how to use functional operators like map, filter or reduce.\r\n- Basic understanding of MVVM and observer pattern\r\n\r\nIt would be great if you are:\r\n- Curious about why not just use Coroutine for every product.\r\n- Eager to know reactive programming best practices\r\n\r\n\r\nGithub repo link: \r\nhttps://github.com/hungyanbin/ReactiveStickyNote'}",['LM8AR7'],,,,,,[],https://hackmd.io/@coscup/B1aXLTPAd/%2F%40coscup%2FSJXXLpP0u,https://app.sli.do/event/gfskxolj,,,2021
8VFBHQ,xb525k,RB105,2021-07-31 08:45:00,2021-07-31 09:00:00,English,"{'title': 'COSCUP 2021: Welcome', 'description': 'COSCUP 2021: Welcome'}","{'title': 'COSCUP 2021: Welcome', 'description': 'COSCUP 2021: Welcome'}",[],,,,,,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FSJmCmTPRO,https://app.sli.do/event/99m3lbk3,,,2021
TZRNNF,xb525k,RB105,2021-08-01 08:45:00,2021-08-01 09:00:00,English,"{'title': 'COSCUP 2021: Day 2', 'description': 'COSCUP 2021: Day 2'}","{'title': 'COSCUP 2021: Day 2', 'description': 'COSCUP 2021: Day 2'}",[],,,,,,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FBk-Z4pDAd,https://app.sli.do/event/rypzystg,,,2021
E9ZJVS,xb525k,RB105,2021-08-01 16:10:00,2021-08-01 17:10:00,漢語,"{'title': '閃電秀', 'description': 'Lightning talk\r\n\r\n1. 從婚禮用聊天機器人談世代對立 - by KO KO\r\n2. Z 世代的學生開源專案 - 高中生資訊網 - by 許云澤\r\n3. PyCast 推廣 - by Benson, 四貓\r\n4. 在台灣搞一個友善的網路玩家環境 是不是搞錯了什麼？ STUIX Introduction - by 尤理衡 (海豹)\r\n5. 用指令玩轉 HackMD - hackmd-cli - yukai\r\n6. 想知道使用開源如何合規? 快加入 OpenChain 臺灣社群 - by 林上智 (SZ Lin)\r\n7. 白兔與蟑螂的愛恨情仇，這才是真愛阿！ - by 白兔\r\n8. 貓 CON 大戰爭十週年 大大大挑戰！ - by 宇翔、姸君\r\n9. Angular + Spring + 資料庫是甚麼? - by 滋\r\n10. 自幹的 PM - 活用 Spreadsheet + Apps Script - by Bob Chao'}","{'title': 'Lightning talk', 'description': 'Lightning talk\r\n\r\n1. 從婚禮用聊天機器人談世代對立 - by KO KO\r\n2. Z 世代的學生開源專案 - 高中生資訊網 - by 許云澤\r\n3. PyCast 推廣 - by Benson, 四貓\r\n4. 在台灣搞一個友善的網路玩家環境 是不是搞錯了什麼？ STUIX Introduction - by 尤理衡 (海豹)\r\n5. 用指令玩轉 HackMD - hackmd-cli - yukai\r\n6. 想知道使用開源如何合規? 快加入 OpenChain 臺灣社群 - by 林上智 (SZ Lin)\r\n7. 白兔與蟑螂的愛恨情仇，這才是真愛阿！ - by 白兔\r\n8. 貓 CON 大戰爭十週年 大大大挑戰！ - by 宇翔、姸君\r\n9. Angular + Spring + 資料庫是甚麼? - by 滋\r\n10. 自幹的 PM - 活用 Spreadsheet + Apps Script - by Bob Chao'}",[],,,,,,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FS157EaDAO,https://app.sli.do/event/dxj25coc,,,2021
A9XTCC,xb525k,RB105,2021-08-01 17:15:00,2021-08-01 17:30:00,漢語,"{'title': '閉幕', 'description': 'Closing'}","{'title': 'Closing', 'description': 'Closing'}",[],,,,,,['Beginner'],https://hackmd.io/@coscup/rymNETD0O/%2F%40coscup%2FHk1ENpDAO,https://app.sli.do/event/4jaxyq8e,,,2021
