id,type,room,start,end,language,zh,en,speakers,tags,co_write,qa,slide,record,uri,year
QBG8U7,f9kzca,TR 616,2023-07-29 10:40:00,2023-07-29 11:20:00,English,"{'title': '開源專案：FHIR Universal Converter 助力醫療資料無痛轉換', 'description': '開源專案：FHIR Universal Converter 助力醫療資料無痛轉換'}","{'title': '開源專案：FHIR Universal Converter 助力醫療資料無痛轉換', 'description': '開源專案：FHIR Universal Converter 助力醫療資料無痛轉換'}","['8NATHN', 'ZZJVMR']","['en', 'Beginner']",https://hackmd.io/@coscup/SJ3cm1Jih,,,https://youtu.be/y3bfIAXOZeo,https://coscup.org/2023/session/QBG8U7,2023
SR7CVP,2xl65n,TR 511,2023-07-30 14:20:00,2023-07-30 14:50:00,中文,"{'title': '善用 DevOps 應對 Hackathon 急速開發挑戰', 'description': 'DevOps 是「開發」(Dev) 與「維運」(Ops) 的混合詞，是一種加速軟體開發和部署的技術。Hackathon 是「黑客」(Hack) 與「馬拉松」(Marathon) 的組合詞，是一個以馬拉松形式開發軟硬體的活動。在本議程中，講者將分享過去參加 Hackathon 比賽的經驗，講述如何在短時間內透過 Kubernetes 將 DevOps 融入到馬拉松式的開發流程中。'}","{'title': 'DevOps with Kubernetes for Hackathon Rapid Development', 'description': 'DevOps, a fusion of ""Development"" (Dev) and ""Operations"" (Ops), is a technology that accelerates software development and deployment. Hackathon, a combination of ""Hack"" and ""Marathon,"" is an event where participants develop software or hardware in a marathon-like format. In this session, the speaker will share his experience participating in Hackathon competitions and discuss how to incorporate DevOps into the rapid development process using Kubernetes.'}",['QJCEQH'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/SyiWJkJjn,,,https://youtu.be/IxqpxDq0fJg,https://coscup.org/2023/session/SR7CVP,2023
EHVAM3,u55j6p,TR 312,2023-07-30 10:50:00,2023-07-30 11:20:00,中文,"{'title': '改造 Android開源 Podcast播放器！ 和 AI協作快速產出Room資料庫與文件！', 'description': '網路上有很多新聞媒體會提供每日英語頭條新聞的 Podcast頻道，如果有小精靈能幫忙生出逐字稿，順便替我整理新聞裡的關鍵單字、幫我出文意理解選擇題，那該有多棒？'}","{'title': '改造 Android開源 Podcast播放器！ 和 AI協作快速產出Room資料庫與文件！', 'description': '網路上有很多新聞媒體會提供每日英語頭條新聞的 Podcast頻道，如果有小精靈能幫忙生出逐字稿，順便替我整理新聞裡的關鍵單字、幫我出文意理解選擇題，那該有多棒？'}",['NPPSUQ'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/Syclzyki3,,,https://youtu.be/zewUtN4WVpw,https://coscup.org/2023/session/EHVAM3,2023
LVKG8D,gt5wc0,TR 512,2023-07-29 11:30:00,2023-07-29 12:15:00,中文,"{'title': '採集中的數位觀點、轉意與呈現', 'description': '嘗試從數位的觀點切入採集社區故事，嘗試帶入數位生成工具，透過學員與社區居⺠溝通、關鍵字採集，以繪本和形式 紀錄社區環境的生命力，並再進階課程，以場域沈浸的方法，在社區中搜集老物件，透過感應和控制器， 以不一樣的互動形式展演田調故事成果，激發出截然不同的社區故事的面向。'}","{'title': '採集中的數位觀點、轉意與呈現', 'description': '嘗試從數位的觀點切入採集社區故事，嘗試帶入數位生成工具，透過學員與社區居⺠溝通、關鍵字採集，以繪本和形式 紀錄社區環境的生命力，並再進階課程，以場域沈浸的方法，在社區中搜集老物件，透過感應和控制器， 以不一樣的互動形式展演田調故事成果，激發出截然不同的社區故事的面向。'}","['VWFELA', 'Z7XR3Y']","['zh-tw', 'Beginner']",https://hackmd.io/@coscup/SyW3bJys3,,,https://youtu.be/2pTt9cBh7EU,https://coscup.org/2023/session/LVKG8D,2023
CHMKDS,pnu0bz,TR 413-1,2023-07-30 10:10:00,2023-07-30 10:40:00,中文,"{'title': 'Dirty！Rails 中的 ActiveRecord 和 ActiveModel', 'description': '本次演講將深入探索 Rails 中的 ActiveRecord 和 ActiveModel，專注於它們在資料修改方面的關鍵功能 - Dirty。我們將探討 Dirty 的原理、用法和應用情境。演講提供案例和程式碼示範，讓參與者深入了解和應用 Dirty 功能。透過演講，您將學習到如何運用 Dirty 追蹤和管理資料變更，提高資料準確性。無論您是初學者還是有經驗的開發者，演講都將豐富您的知識和技能，讓您在 Rails 中更靈活自信地使用 ActiveRecord 和 ActiveModel。'}","{'title': 'Dirty！Rails 中的 ActiveRecord 和 ActiveModel', 'description': '本次演講將深入探索 Rails 中的 ActiveRecord 和 ActiveModel，專注於它們在資料修改方面的關鍵功能 - Dirty。我們將探討 Dirty 的原理、用法和應用情境。演講提供案例和程式碼示範，讓參與者深入了解和應用 Dirty 功能。透過演講，您將學習到如何運用 Dirty 追蹤和管理資料變更，提高資料準確性。無論您是初學者還是有經驗的開發者，演講都將豐富您的知識和技能，讓您在 Rails 中更靈活自信地使用 ActiveRecord 和 ActiveModel。'}",['H9YTTJ'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/SyFOXJ1sn,,,https://youtu.be/agMMVh3ul1w,https://coscup.org/2023/session/CHMKDS,2023
3UECGN,owcwx3,TR 311,2023-07-29 10:00:00,2023-07-29 10:30:00,中文,"{'title': '我推的守則－COSCUP Code of Conduct 修訂之路', 'description': '分享如何將基本法律規範納入 CoC ，並在此之上透過知情同意的方式彼此約束，建構內部互動的信任與對外的社群形象。'}","{'title': '我推的守則－COSCUP Code of Conduct 修訂之路', 'description': '分享如何將基本法律規範納入 CoC ，並在此之上透過知情同意的方式彼此約束，建構內部互動的信任與對外的社群形象。'}",['9DGGR3'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/BJ5CyJkj3,,,https://youtu.be/Nk-Db4u4nxI,https://coscup.org/2023/session/3UECGN,2023
MGW99Q,2xl65n,TR 510,2023-07-29 15:00:00,2023-07-29 15:30:00,English,"{'title': '如何促進智權技術的開放授權以加速綠色科技的實施', 'description': 'The urgent need to address global warming and pollution has led to a growing recognition of the importance of fast and widespread implementation of green technologies. Open licensing, including the use of the Creative Commons Attribution (CC BY) license, has been proposed as a means to accelerate this process by making research findings and technological innovations more accessible and affordable to a wider range of users. Secondly, a trend of separating experiments or modeling/simulation/analysis results from the research as an entity for future open licensing has come. It encourage researchers to better collaborate and reduce repetitive investment in resource and efforts. Beside demonstrating the examples of open data from experiments, I will also explain the principles of code writing and how to utilize a combination of several simulation software in order to maximize open licensing opportunities. Moreover,linked research open data is another theme of discussion.In order to balance open licensing and motivational innovation, tiered pricing scheme might be a good direction . Eventually, I also recommend an SDG- mapping intellectual property solution as the top-tiered strategy toward a sustainable future.'}","{'title': 'Fast implementation of Green Technologies by Open Licensing of SDG-mapping intellectual property', 'description': 'The urgent need to address global warming and pollution has led to a growing recognition of the importance of fast and widespread implementation of green technologies. Open licensing, including the use of the Creative Commons Attribution (CC BY) license, has been proposed as a means to accelerate this process by making research findings and technological innovations more accessible and affordable to a wider range of users. Secondly, a trend of separating experiments or modeling/simulation/analysis results from the research as an entity for future open licensing has come. It encourage researchers to better collaborate and reduce repetitive investment in resource and efforts. Beside demonstrating the examples of open data from experiments, I will also explain the principles of code writing and how to utilize a combination of several simulation software in order to maximize open licensing opportunities. Moreover, linked research open data is another theme of discussion. In order to balance open licensing and motivational innovation, tiered pricing scheme might be a good direction . Eventually, I also recommend an SDG- mapping intellectual property solution as the top-tiered strategy toward a sustainable future.'}",['NZBDA9'],"['en', 'Skilled']",https://hackmd.io/@coscup/HkR-yJkj3,,,https://youtu.be/ybqHX-wIUtM,https://coscup.org/2023/session/MGW99Q,2023
F7WJ9A,33hy7p,TR 211,2023-07-29 14:10:00,2023-07-29 14:40:00,English,"{'title': 'Strengthening Kubernetes Security', 'description': 'In this talk, we will be discussing the importance of securing your Kubernetes cluster and how you can do it using the powerful tool, ""m9sweeper."" As the adoption of Kubernetes continues to grow, it has become more critical to prioritize the security of your cluster.\r\n\r\n""M9sweeper"" is an open-source security tool that is designed to detect and identify vulnerabilities and misconfigurations in your Kubernetes deployment. It offers a comprehensive set of checks that cover a broad range of security aspects, including network policies, access control, encryption, and pod security.\r\n\r\nIt has the potential of centralized monitoring of popular Kubernetes security tools Trivy, Gatekeeper, KubeSec, Kube-Hunter, Kube-bench, and Falco.'}","{'title': 'Strengthening Kubernetes Security', 'description': 'In this talk, we will be discussing the importance of securing your Kubernetes cluster and how you can do it using the powerful tool, ""m9sweeper."" As the adoption of Kubernetes continues to grow, it has become more critical to prioritize the security of your cluster.\r\n\r\n""M9sweeper"" is an open-source security tool that is designed to detect and identify vulnerabilities and misconfigurations in your Kubernetes deployment. It offers a comprehensive set of checks that cover a broad range of security aspects, including network policies, access control, encryption, and pod security.\r\n\r\nIt has the potential of centralized monitoring of popular Kubernetes security tools Trivy, Gatekeeper, KubeSec, Kube-Hunter, Kube-bench, and Falco.'}",['N7YUGX'],"['en', 'Skilled']",https://hackmd.io/@coscup/BJPoxyki3,,,https://youtu.be/EY3CPXFQL6c,https://coscup.org/2023/session/F7WJ9A,2023
ZQLYEN,2xl65n,TR 511,2023-07-29 10:00:00,2023-07-29 10:30:00,中文,"{'title': 'OpenRPA應用案例介紹', 'description': 'RPA (Robotic Process Automation) - 機器人流程自動化。\r\n主要是使用軟體機器人模擬人類在電腦上不同系統間的操作行為，適合高重複性、標準化、規則明確、大批量的作業流程，並且可用於跨系統、商用軟體及外部網站作業串接。\r\n在本次演講中，我們將介紹 OpenRPA所使用的軟體技術與系統架構，並透過人力銀行履歷篩選以及系統告警通知信件這2個應用案例向大眾推廣OpenRPA 的價值和優勢，並介紹OpenRPA的後續Roadmap規劃與Open Source RPA社團。'}","{'title': 'OpenRPA應用案例介紹', 'description': 'RPA (Robotic Process Automation) - 機器人流程自動化。\r\n主要是使用軟體機器人模擬人類在電腦上不同系統間的操作行為，適合高重複性、標準化、規則明確、大批量的作業流程，並且可用於跨系統、商用軟體及外部網站作業串接。\r\n在本次演講中，我們將介紹 OpenRPA所使用的軟體技術與系統架構，並透過人力銀行履歷篩選以及系統告警通知信件這2個應用案例向大眾推廣OpenRPA 的價值和優勢，並介紹OpenRPA的後續Roadmap規劃與Open Source RPA社團。'}","['PKVAVZ', 'TRJWJ8']","['zh-tw', 'Beginner']",https://hackmd.io/@coscup/S1iJykko2,,,https://youtu.be/N-pCu5gqSG0,https://coscup.org/2023/session/ZQLYEN,2023
R977RN,hddao1,RB 105,2023-07-30 10:30:00,2023-07-30 11:20:00,中文,"{'title': '開源GIS開講：回顧QGIS應用現況與瓶頸', 'description': '本次 OpenStreetMap x Wikidata 議程特意開設開源 GIS 討論議程，探究成功的開源專案 QGIS，在台灣本地的面臨社群動能不足狀況，翻譯軟體或是教材進度遠遠落後開發進度，試圖在本次論壇識別問題並提出解決之道'}","{'title': 'Lecture on open source GIS: reviewing the status and bottlenecks of QGIS applications', 'description': 'This OpenStreetMap x Wikidata agenda deliberately set up an open source GIS discussion agenda to explore the successful open source project QGIS. In Taiwan, the local community is facing insufficient momentum, and the progress of translation software or teaching materials is far behind the development progress. We try to identify problems and propose solutions in this forum.'}","['EEZE3E', 'VXCVBE', 'N8BHJW', '73VKU9']","['zh-tw', 'Skilled']",https://hackmd.io/@coscup/rkHpby1sn,,,https://youtu.be/_E8xNNVwaa0,https://coscup.org/2023/session/R977RN,2023
KFFWVA,2bczrk,RB 105,2023-07-30 16:35:00,2023-07-30 17:05:00,English,"{'title': '⚡Lightning talk / 閃電秀⚡', 'description': '-'}","{'title': '⚡Lightning talk / 閃電秀⚡', 'description': '- 從 0 開始做一個 Linux Kernel 讀書會\r\n- UbuCon Asia x LibreOffice conf asia in Indonesia\r\n- 從事程式教育的心得分享\r\n- 啊是有很開放嗎?\r\n- All stack trash talk\r\n- 伺服器重啟攻擊手法分享\r\n- GNOME Asia Summit 2023\r\n- 開源軟體中文化幫幫忙\r\n- 想要有 100Gbps 外網嗎？ 加入我們吧\r\n- 給我三分鐘'}",['9NRTBF'],"['en', 'Beginner']",https://hackmd.io/@coscup/r1Di-y1i2,,,https://youtu.be/gVXSsX0tXNs,https://coscup.org/2023/session/KFFWVA,2023
LN8PAN,pnu0bz,TR 413-1,2023-07-30 10:50:00,2023-07-30 11:20:00,中文,"{'title': '搞懂 React 和 Rails 作為前後端分離夥伴的麻煩事', 'description': '前後端分離必定有溝通的代價，這次想聊聊 React 和 Rails 作為夥伴時，要做好的合作協議。\r\n環境變數、專案設定值、API 認證與規劃、App / Web Server 設定與溝通、正式環境部署、開發環境建置、雙方都能做到的事能否取代對方，這些事項會遇到什麼麻煩？進一步影響到雙方合作的方式和範圍，甚至會懷疑合作是否是好的選擇？我將提供我的看法。'}","{'title': '搞懂 React 和 Rails 作為前後端分離夥伴的麻煩事', 'description': '前後端分離必定有溝通的代價，這次想聊聊 React 和 Rails 作為夥伴時，要做好的合作協議。\r\n環境變數、專案設定值、API 認證與規劃、App / Web Server 設定與溝通、正式環境部署、開發環境建置、雙方都能做到的事能否取代對方，這些事項會遇到什麼麻煩？進一步影響到雙方合作的方式和範圍，甚至會懷疑合作是否是好的選擇？我將提供我的看法。'}",['MXZDWX'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/BJTd7y1sn,,,https://youtu.be/hbe4vBuMsh4,https://coscup.org/2023/session/LN8PAN,2023
AUMHPW,kc7zgf,TR 313,2023-07-30 11:20:00,2023-07-30 11:50:00,中文,"{'title': '在大學嘗試開源社團第一年的辛酸史', 'description': '在改革服務性社團並加入開源性質的社團，第一年所面臨的辛酸和挑戰。在社團改革之初，面臨了許多問題，例如如何吸引新成員、如何管理社團，以及推動開源相關的資源等等。他還需要學習如何使用各種開源工具和軟件來協助社團的運作。儘管面臨著這些困難，仍然堅持不懈地努力著，並最終建立了一個具有活力和積極性的服務暨開源結合的社團。'}","{'title': 'The story of how difficult it is to start an open source community', 'description': 'The hardships and challenges faced in reforming a service-oriented organization and joining an open-source community during the first year were considerable. At the beginning of the organizational reform, many issues were encountered, such as how to attract new members, how to manage the organization, and how to promote open-source-related resources, among others. He also needed to learn how to use various open-source tools and software to assist in the functioning of the community. Despite these difficulties, he persisted in his efforts and ultimately established a dynamic and proactive service-oriented and open-source integrated community.'}",['9PE3WZ'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/SkteQ1Jj3,,,https://youtu.be/Ii43v_U4PJQ,https://coscup.org/2023/session/AUMHPW,2023
XNBAVV,tz574p,TR 513,2023-07-30 13:00:00,2023-07-30 13:30:00,English,"{'title': 'Why we need Designers in Open-source projects? Or why we even need a Designer when we are building stuff?', 'description': 'While many open-source projects are initiated by engineers who aim to create accessible and free software, they often overlook usability and accessibility. In our opinion, every open-source project needs designers to ensure that the end product is user-friendly and accessible to everyone. In this session, we will draw on experiences from a design contributor who has worked with the g0v Taiwan community on open-source projects. Showing feasible ways for designers (or even not-designers) to contribute their design to open-source community.'}","{'title': 'Why we need Designers in Open-source projects? Or why we even need a Designer when we are building stuff?', 'description': 'While many open-source projects are initiated by engineers who aim to create accessible and free software, they often overlook usability and accessibility. In our opinion, every open-source project needs designers to ensure that the end product is user-friendly and accessible to everyone. In this session, we will draw on experiences from a design contributor who has worked with the g0v Taiwan community on open-source projects. Showing feasible ways for designers (or even not-designers) to contribute their design to open-source community.'}",['BYJCDZ'],"['en', 'Beginner']",https://hackmd.io/@coscup/BkELgyysn,,,https://youtu.be/IgOJ7TnX2t4,https://coscup.org/2023/session/XNBAVV,2023
GYUUD8,g036mp,TR 310-1,2023-07-29 15:30:00,2023-07-29 16:00:00,中文,"{'title': '使用 Postgres 時遇到的一些有趣案例分享', 'description': ""As a developer using Postgres, I'm occasionally meeting some interesting cases. Some unexpected crashes, some unexpected huge performance optimizations, etc. I would like to share some of the cases I met during my 2 years of Postgres experience.""}","{'title': 'Interesting cases and tips in 2 years of Postgres experience', 'description': ""As a developer using Postgres, I'm occasionally meeting some interesting cases. Some unexpected crashes, some unexpected huge performance optimizations, etc. I would like to share some of the cases I met during my 2 years of Postgres experience.""}",['EFD9NU'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/ry2YxJyjn,,,https://youtu.be/930Z-d0Nze0,https://coscup.org/2023/session/GYUUD8,2023
W3333Y,tz574p,TR 513,2023-07-30 10:10:00,2023-07-30 10:40:00,中文,"{'title': 'open粉圓字型的3年旅程', 'description': '今年是justfont的開源字型粉圓體推出的第三年，從誕生以來這三年發生了什麼事，未來又將面臨什麼樣的命運呢？！'}","{'title': 'open粉圓字型的3年旅程', 'description': '今年是justfont的開源字型粉圓體推出的第三年，從誕生以來這三年發生了什麼事，未來又將面臨什麼樣的命運呢？！'}",['FG77JW'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/r1cBlyJo3,,,https://youtu.be/Gs1HcLMiRYo,https://coscup.org/2023/session/W3333Y,2023
LNUMDJ,j3fmch,TR 410,2023-07-30 14:45:00,2023-07-30 15:15:00,中文,"{'title': '如何優化PostgreSQL在kubernetes上的容錯及修復經驗分享', 'description': '這次分享將介紹Kubernetes和PostgreSQL的基礎概念，以及Kubernetes中實現PostgreSQL容錯和修復的挑戰。隨後探討容錯設計和優化，包括高可用性架構設計和建議實踐方式，以及相關Kubernetes使用經驗分享。同時討論異常排除和災害備份方案，包括常見異常原因、快速修復、資料復原，以及備份的相關經驗分享。'}","{'title': '如何優化PostgreSQL在kubernetes上的容錯及修復經驗分享', 'description': '這次分享將介紹Kubernetes和PostgreSQL的基礎概念，以及Kubernetes中實現PostgreSQL容錯和修復的挑戰。隨後探討容錯設計和優化，包括高可用性架構設計和建議實踐方式，以及相關Kubernetes使用經驗分享。同時討論異常排除和災害備份方案，包括常見異常原因、快速修復、資料復原，以及備份的相關經驗分享。'}",['U7MT3S'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/H1adkJJj3,,,https://youtu.be/9C2FTYihePE,https://coscup.org/2023/session/LNUMDJ,2023
TKMDCL,2bczrk,RB 105,2023-07-30 09:00:00,2023-07-30 09:45:00,English,"{'title': '[Prime session] Why and How to build open source maps with the Protomaps project', 'description': '地圖是生活中相當常用的軟體。Google 與 Apple 地圖無所不在，但它們顯然都是封閉原始碼的軟體，對開發者來說是黑箱。這些供應商對某些用途來說並不好用，例如公共衛生、政府服務與新聞地圖。\r\n\r\n在本次演講中，我將帶您了解：\r\n\r\n1) Leaflet 與 MapLibre 等函式庫與 GIS 有何相關之處，在哪裡使用它們，以及它們如何讓沒有地理背景的 JavaScript 程式設計師使用地圖\r\n\r\n2) OpenStreetMap 資料集與全端互動地圖 API 之間的區別製作\r\n\r\n3) 地圖的設計與資料注意事項，如何製作縮小的圖磚化地圖檢視、地圖偏差與國際化\r\n\r\n最後，我將會討論開放原始碼的 Protomaps 專案，這是一個用於製作與提供圖磚化網路地圖的完整系統。我將把它與其他開放與專有的替代方案進行比較，展示它的使用者，並解釋我打算如何使其長期可持續發展。（中文翻譯，原文請見英文版）（由 OpenStreetMap x Wikidata 臺灣社群與 COSCUP 大會聯合邀請）'}","{'title': '[Prime session] Why and How to build open source maps with the Protomaps project', 'description': 'Maps are one of the most used pieces of software. Google and Apple Maps are everywhere, but are infamously closed source - a ""black box"" to developers. There are many use cases that aren\'t well served by these providers, such as maps for public health, government services and journalism. \r\n\r\nIn this talk, I\'ll give an overview of:\r\n\r\n1) How libraries like Leaflet and MapLibre relate to GIS, where to use them, and how they make mapping accessible to JS coders without a geography background\r\n\r\n2) The difference between the OpenStreetMap dataset and a full-stack interactive mapping API\r\n\r\n3) Design and data considerations for making maps - how zoomed out tiled map views are created, map bias and internationalization\r\n\r\nFinally, I\'ll talk about the open source Protomaps project, which is a complete system for creating and serving tiled web maps. I\'ll compare it to other open and proprietary alternatives, showcase its users, and explain how I plan to make it sustainable in the long term. (Invited by OpenStreetMap x Wikidata Taiwan community and COSCUP conference)'}",['UFXLRV'],"['en', 'Beginner', 'Prime']",https://hackmd.io/@coscup/S1yTZkJi2,,,https://youtu.be/EiEwO23gErE,https://coscup.org/2023/session/TKMDCL,2023
3YQUVL,zg1wor,AU,2023-07-29 14:50:00,2023-07-29 15:20:00,中文,"{'title': 'Arrow KT 2.0 預覽, 更道地 Kotlin 的 FP Library', 'description': 'Arrow KT 2.0 來了，一個 Open Source 的 Kotlin functional programming 補完計畫。從 0.x 的很 category theory 到用 Suspend 取代 IO Monad. 2.0 除了支援 KMM 又更往 Kotlin 的道地用法靠瓏。本分享將會討論\r\n\r\n- Arrow KT 0.x 到 2.x 轉變\r\n- Arrow KT Migration Tool\r\n- Collections and Recursive\r\n- Error Handling with FP'}","{'title': 'Arrow KT 2.0 預覽, 更道地 Kotlin 的 FP Library', 'description': 'Arrow KT 2.0 has arrived, An Open Source Kotlin functional programming library. From the category theory of version 0.x to replacing IO Monad with Suspend function. In addition to supporting KMM, 2.0 goes even further into the idiomatic usage of Kotlin.'}",['EPCRZP'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/BkDmx1kjh,,,https://youtu.be/3R5avgL8Pus,https://coscup.org/2023/session/3YQUVL,2023
KSJLLL,33hy7p,TR 211,2023-07-30 11:30:00,2023-07-30 12:00:00,中文,"{'title': 'Exploring the Longhorn Data Plane: An Overview and Enhancements', 'description': ""Longhorn is a distributed block storage system that has been purpose-built for Kubernetes, making it an ideal cloud-native solution. As an incubating project of the Cloud Native Computing Foundation (CNCF), its main goal is to provide persistent and highly available storage for stateful workloads. In this presentation, we will be exploring Longhorn's architecture and specifically, the data path. Despite offering a wealth of features, such as snapshots, backups, and recurring jobs, there is still room for improvement in the data plane's performance. To address this, a data engine is integrated with Storage Performance Development Kit (SPDK) in the upcoming release, which improves the I/O data path, resulting in better latency and throughput. Additionally, we will introduce the Userspace Block Device Driver (ublk) as a frontend to enhance performance and reduce latency. This feature is particularly useful for edge devices that use legacy data engines.""}","{'title': 'Exploring the Longhorn Data Plane: An Overview and Enhancements', 'description': ""Longhorn is a distributed block storage system that has been purpose-built for Kubernetes, making it an ideal cloud-native solution. As an incubating project of the Cloud Native Computing Foundation (CNCF), its main goal is to provide persistent and highly available storage for stateful workloads. In this presentation, we will be exploring Longhorn's architecture and specifically, the data path. Despite offering a wealth of features, such as snapshots, backups, and recurring jobs, there is still room for improvement in the data plane's performance. To address this, a data engine is integrated with Storage Performance Development Kit (SPDK) in the upcoming release, which improves the I/O data path, resulting in better latency and throughput. Additionally, we will introduce the Userspace Block Device Driver (ublk) as a frontend to enhance performance and reduce latency. This feature is particularly useful for edge devices that use legacy data engines.""}",['BMYZBV'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/H1_neyJs3,,,https://youtu.be/pr7KHLXtH3k,https://coscup.org/2023/session/KSJLLL,2023
KRQUUR,p449go,TR 213,2023-07-29 14:50:00,2023-07-29 15:20:00,中文,"{'title': 'Angular 原始碼探索之 Signal 篇', 'description': '本議程將要來聊聊 Angular v16 裡開始才有的 「Signal」。首先，我會簡單帶大家認識一下 Angular 和 Signal 的基本概念。接著，我們要深入了解 Signal 在 Angular 中的運作原理，以及它能為我們的開發帶來哪些好處。最後，透過一個實戰範例，讓大家看看如何運用 Signal 來輕鬆搞定資料更新和元件之間的溝通。無論你是新手還是老手，這個議程都能讓你對 Angular 和 Signal 機制有更深刻的認識！'}","{'title': 'Angular 原始碼探索之 Signal 篇', 'description': '本議程將要來聊聊 Angular v16 裡開始才有的 「Signal」。首先，我會簡單帶大家認識一下 Angular 和 Signal 的基本概念。接著，我們要深入了解 Signal 在 Angular 中的運作原理，以及它能為我們的開發帶來哪些好處。最後，透過一個實戰範例，讓大家看看如何運用 Signal 來輕鬆搞定資料更新和元件之間的溝通。無論你是新手還是老手，這個議程都能讓你對 Angular 和 Signal 機制有更深刻的認識！'}",['VYCZQ3'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/rkDZZ1Jih,,,https://youtu.be/80IzgjOTklo,https://coscup.org/2023/session/KRQUUR,2023
KBT8C7,kc7zgf,TR 313,2023-07-30 14:50:00,2023-07-30 15:20:00,中文,"{'title': '遠離大手會社，自架基本服務', 'description': '你總是使用 GMail, Google Photos, Google Map, Google Drive 等等 Google 全家桶嗎？擁抱開源文化、卻又不得不將各種個資、隱私、行為剩餘送給大手會社們？懷念撥接 BBS 時代的美好、卻擔心自架沒有 interoperability?\r\n\r\n本議程以實務角度出發，完全使用開源套件，提供各種自架服務的小技巧。自己動手、豐食足食。'}","{'title': '遠離大手會社，自架基本服務', 'description': 'Are you embracing open source software while still binding your daily life upon GMail, Google Photos, Google Map, Google Drive? Do you trade your PII, privacy, behavior surplus for so-called ""free"" online services? Were you an old bone on dial-up BBS, and think self-hosted services can\'t be interoperable?\r\n\r\nThis talk gives you tips and how-to\'s on self-hosted services in the modern days. It is a hands-on session built with 100% open source software.'}",['YDQR7T'],"['zh-tw', 'Skilled']",https://hackmd.io/@coscup/SJw-my1o2,,,https://youtu.be/TMhONJPJQ5g,https://coscup.org/2023/session/KBT8C7,2023
DVVQ3T,6aws2r,TR 213,2023-07-30 14:10:00,2023-07-30 14:40:00,中文,"{'title': 'Protocol Buffers v3 in Go', 'description': '隨著微服務架構的不斷發展，Protocol Buffers v3 作為針對定義溝通介面的解決方案獲得了不少軟體產業的青睞，講者自己也在現職公司中充分享受到它帶來的生產力提升。\r\n \r\n講者期望透過此次演講做個簡單的 Protocol Buffers v3 入門介紹，並從軟體產品開發的角度來討論他在開發中的合適使用情境。'}","{'title': 'Protocol Buffers v3 in Go', 'description': 'With the continuous development of microservices architecture, Protocol Buffers v3 has gained favor in the software industry as a solution for defining communication interfaces. As a software engineer, I have also benefited from the productivity improvements in my current company.\r\n\r\nI am going to briefly introduce Protocol Buffers v3 in this presentation and discuss suitable usage scenarios from the perspective of software product development.'}",['AQNDRJ'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/BkaCek1in,,,https://youtu.be/eOIY1qzQVRY,https://coscup.org/2023/session/DVVQ3T,2023
PM9CMJ,ifyh1o,TR 212,2023-07-30 13:15:00,2023-07-30 13:45:00,English,"{'title': 'Plonkathon!', 'description': '分享 0xparc 基金會所寫的 zkSNARK: plonk toy example - plonkathon (https://github.com/0xPARC/plonkathon) 的架構以及其背後的密碼學概念'}","{'title': 'Plonkathon!', 'description': '分享 0xparc 基金會所寫的 zkSNARK: plonk toy example - plonkathon (https://github.com/0xPARC/plonkathon) 的架構以及其背後的密碼學概念'}",['LDTMWN'],"['en', 'Skilled']",https://hackmd.io/@coscup/HksSWkyi3,,,https://youtu.be/Ae9X6CznenE,https://coscup.org/2023/session/PM9CMJ,2023
YEVZXC,09zk2t,TR 214,2023-07-29 14:40:00,2023-07-29 15:10:00,中文,"{'title': 'Intro to ROS:自駕車專題分享', 'description': '機器人作業系統Robot Operating System（ROS)，是為了讓開發者可以方便撰寫機器人軟體所設計的一種框架。為了方便大家對此有初步的了解，本議程並不會著墨於代碼該如何書寫，而是帶著各位去認識關於ROS的基本觀念，並跟大家分享我之前學習上所遇到的種種難關，以及當時的解決方案等等。在最後，則會帶給大家實際應用ROS系統的例子：在電腦中部屬，並模擬一台自駕車。'}","{'title': 'Intro to ROS:Project of self-driving-car', 'description': 'Content outline:\r\n•\tWhat is ROS?\r\n•\tWhat are the benefits of using ROS?\r\n•\tCommunication mechanisms\r\n•\tfile system\r\n•\tFeature packs and typical structures\r\n•\tWork space\r\n•\tOpen source community\r\n•\tVarious tools in ROS\r\n•\tURDF\r\n•\tSharing of learning journeys\r\n•\tProject of self-driving-car'}",['CZNNKU'],"['zh-tw', 'Beginner']",https://hackmd.io/@coscup/ByVmGkJjh,,,https://youtu.be/D96ERuU8c_w,https://coscup.org/2023/session/YEVZXC,2023
