id,avatar,zh,en,year,unique_id
X93Z8B,https://pretalx.com/media/avatars/0b4974de6960eadb527b8091b0e27bf4_tcsuM2m.jpg,"{'name': 'YuweiTT', 'bio': 'Hi，我是 YuweiTT，現在還是一名學生，希望可以將研究的想法，分享給大家～'}","{'name': 'YuweiTT', 'bio': 'Hi，我是 YuweiTT，現在還是一名學生，希望可以將研究的想法，分享給大家～'}",2022,X93Z8B
FRGENV,https://www.gravatar.com/avatar/4275f07242edd9c163a0a343e2bcf474?s=1024&d=identicon&r=g,"{'name': 'Toby Chui', 'bio': 'Toby Chui - 在台留學的香港人。香港理工大學電子計算學系畢業生，現為成功大學資訊工程系碩士生，同時也是開源軟體及硬體開發者，主要使用語言為 Go 及 Vanilla JS。'}","{'name': 'Toby Chui', 'bio': 'Toby Chui - 在台留學的香港人。香港理工大學電子計算學系畢業生，現為成功大學資訊工程系碩士生，同時也是開源軟體及硬體開發者，主要使用語言為 Go 及 Vanilla JS。'}",2022,FRGENV
NBG9HV,https://pretalx.com/media/avatars/92667034_4259025614111219_2180240543227838464_n_Knwr5XL.jpg,"{'name': 'CHIN SHEN FANG', 'bio': 'Backend Engineer'}","{'name': 'CHIN SHEN FANG', 'bio': 'Backend Engineer'}",2022,NBG9HV
WETUCU,https://pretalx.com/media/avatars/unnamed_VtskMOd.jpeg,"{'name': '在地上滾的工程師 Nic', 'bio': '嗨大家好我是 Nic\r\n透過網路遊戲喜歡上了寫程式，有喜歡解決問題的人格特質，也有追求工匠的精神，擅長的技能跟不會的一樣有很多。\r\n沒事就喜歡在地上滾，畢竟人生就只活一次，You only live once\r\n我相信我會是你看過最有趣的工程師！'}","{'name': '在地上滾的工程師 Nic', 'bio': '嗨大家好我是 Nic\r\n透過網路遊戲喜歡上了寫程式，有喜歡解決問題的人格特質，也有追求工匠的精神，擅長的技能跟不會的一樣有很多。\r\n沒事就喜歡在地上滾，畢竟人生就只活一次，You only live once\r\n我相信我會是你看過最有趣的工程師！'}",2022,WETUCU
PXSVJ7,https://pretalx.com/media/avatars/19250689_10155459347729154_1385127100667476617_o_h15lFtI.jpg,"{'name': '林宗禧', 'bio': '自PostgreSQL 9 成為重度使用者，初以開發FDW 為樂；於2014-2016 間，約兩年半的時間，聯繫拜訪國內推廣PostgreSQL 的前輩，以及聚集相關技服廠商，自2017 年再次推動台灣PostgreSQL使用者社群(TWPUG) ；目前著重發展PostgreSQL 為核心的Data Application Platform，並推廣在各類產業應用。'}","{'name': '林宗禧', 'bio': '自PostgreSQL 9 成為重度使用者，初以開發FDW 為樂；於2014-2016 間，約兩年半的時間，聯繫拜訪國內推廣PostgreSQL 的前輩，以及聚集相關技服廠商，自2017 年再次推動台灣PostgreSQL使用者社群(TWPUG) ；目前著重發展PostgreSQL 為核心的Data Application Platform，並推廣在各類產業應用。'}",2022,PXSVJ7
3MMPBX,https://pretalx.com/media/avatars/3a33ad1e812e9f8d4d74a0496958e469_DnNuDCV.jpg,"{'name': '古永忠', 'bio': '古永忠博士是資料庫系統研究員、社群貢獻者和資料工程師。從社群的角度傳遞產業資訊，並為企業提供開放的資料思維和技術。'}","{'name': '古永忠', 'bio': '古永忠博士是資料庫系統研究員、社群貢獻者和資料工程師。從社群的角度傳遞產業資訊，並為企業提供開放的資料思維和技術。'}",2022,3MMPBX
AS9WXH,https://pretalx.com/media/avatars/photo_sticker_IQ6Oae4.jpeg,"{'name': '賴政州 STEVEN', 'bio': 'STEVEN\r\n\r\n喜愛寫程式，想透過分享與大家一同學習。\r\n\r\n現職國泰世華銀行 中台發展部 雲原生開發工程師，\r\n負責銀行數位化與訊息通知的設計與開發。'}","{'name': '賴政州 STEVEN', 'bio': 'STEVEN\r\n\r\n喜愛寫程式，想透過分享與大家一同學習。\r\n\r\n現職國泰世華銀行 中台發展部 雲原生開發工程師，\r\n負責銀行數位化與訊息通知的設計與開發。'}",2022,AS9WXH
8GHDWM,https://pretalx.com/media/avatars/%E7%85%A7%E7%89%87_6RTX6PP.jpg,"{'name': 'Yen Wu', 'bio': 'WIP'}","{'name': 'Yen Wu', 'bio': 'WIP'}",2022,8GHDWM
88STLP,https://www.gravatar.com/avatar/ed409545d1b983caff8479cbc34df530?s=1024&d=identicon&r=g,"{'name': '蔡宇翔', 'bio': '對於 C++ 以及 GPU 高效能計算有興趣'}","{'name': '蔡宇翔', 'bio': '對於 C++ 以及 GPU 高效能計算有興趣'}",2022,88STLP
DXLETD,https://pretalx.com/media/avatars/20211014_paulliu_orig_GNWleOW.png,"{'name': 'Ying-Chun Liu (PaulLiu)', 'bio': 'Paul 是自由軟體的開發者. 也是一位 Debian 開發者. 目前任職於 Linaro. 開發 SystemReady 相關的 features.'}","{'name': 'Ying-Chun Liu (PaulLiu)', 'bio': 'Paul 是自由軟體的開發者. 也是一位 Debian 開發者. 目前任職於 Linaro. 開發 SystemReady 相關的 features.'}",2022,DXLETD
GYR7EQ,https://pretalx.com/media/avatars/himawari-avatar-icon_wKDjYIt.png,"{'name': 'Hsueh-Tsung Kuo', 'bio': '- 精通多媒體與電腦繪圖, 現為遊戲後端工程師\r\n- 喜愛開車騎車, 多年經驗看出許多交通弊病\r\n- 現持有職業大客車駕照, 大型重機駕照, 未來會繼續學習聯結車駕駛, 達成公路車種駕照全制霸成就\r\n- 曾被錯誤教育成輪數鈑金信者, 現為晴天騎車通勤, 雨天開車通勤的用路人, 關懷交通弱勢族群\r\n- 有不少次 COSCUP 講師經歷, 但這次為第一次跳脫 IT 技術領域, 面對社會議題'}","{'name': 'Hsueh-Tsung Kuo', 'bio': '- 精通多媒體與電腦繪圖, 現為遊戲後端工程師\r\n- 喜愛開車騎車, 多年經驗看出許多交通弊病\r\n- 現持有職業大客車駕照, 大型重機駕照, 未來會繼續學習聯結車駕駛, 達成公路車種駕照全制霸成就\r\n- 曾被錯誤教育成輪數鈑金信者, 現為晴天騎車通勤, 雨天開車通勤的用路人, 關懷交通弱勢族群\r\n- 有不少次 COSCUP 講師經歷, 但這次為第一次跳脫 IT 技術領域, 面對社會議題'}",2022,GYR7EQ
CVZPKM,https://pretalx.com/media/avatars/DSC_3150_Copy_UzQLUfT.JPG,"{'name': '黃宇強 (Date Huang)', 'bio': ""Software Engineer, SUSE\r\n\r\nDate Huang is an engineer in SUSE, and also the maintainer of DozenCloud Project, ARM64 VPS Project, and EZIO Project, bare-metal server massive deployment solution.\r\n\r\nSpeaking Experience: OpenStack Day Taiwan 2016-2017, Open Source Summit North America 2017, ISC High Performance Project Poster 2018, Hong Kong Open Source Conference 2019, OSC Tokyo 2019, COScon '19, TWNOG 4.0, COSCUP 2021""}","{'name': '黃宇強 (Date Huang)', 'bio': ""Software Engineer, SUSE\r\n\r\nDate Huang is an engineer in SUSE, and also the maintainer of DozenCloud Project, ARM64 VPS Project, and EZIO Project, bare-metal server massive deployment solution.\r\n\r\nSpeaking Experience: OpenStack Day Taiwan 2016-2017, Open Source Summit North America 2017, ISC High Performance Project Poster 2018, Hong Kong Open Source Conference 2019, OSC Tokyo 2019, COScon '19, TWNOG 4.0, COSCUP 2021""}",2022,CVZPKM
A8FPAB,https://pretalx.com/media/avatars/%E5%A4%A7%E9%A0%AD%E7%94%9F%E6%B4%BB%E7%85%A7_GeSNemE.png,"{'name': 'Eric Lin', 'bio': '我是一個熱愛教育的工程師、熱愛寫 code 的老師。教學比不過正職老師、寫 code 比不上業界大神，但是我比大部分正式教師更懂程式、比大部分工程師更懂教學。\r\n\r\n最重要的，我有一顆為偏鄉付出的心！\r\n\r\n我曾經 5 點起床趕第一班捷運，從淡水跑到桃園；曾經開一個半小時的車到南投深山，為的就只是想要把多一點資訊科技的知識帶入偏鄉，我希望我的傻勁能夠感染更多的人，讓更多的人關心偏鄉的資訊教育、為偏鄉奉獻付出！'}","{'name': 'Eric Lin', 'bio': '我是一個熱愛教育的工程師、熱愛寫 code 的老師。教學比不過正職老師、寫 code 比不上業界大神，但是我比大部分正式教師更懂程式、比大部分工程師更懂教學。\r\n\r\n最重要的，我有一顆為偏鄉付出的心！\r\n\r\n我曾經 5 點起床趕第一班捷運，從淡水跑到桃園；曾經開一個半小時的車到南投深山，為的就只是想要把多一點資訊科技的知識帶入偏鄉，我希望我的傻勁能夠感染更多的人，讓更多的人關心偏鄉的資訊教育、為偏鄉奉獻付出！'}",2022,A8FPAB
38WQYX,https://pretalx.com/media/avatars/photo_2022-07-26_16.12.23_gooZQ8G.jpeg,"{'name': 'Jeremy Yen', 'bio': 'Jeremy 目前任職於 equalit.ie，擔任 deflect.ca 專案 Dev Team Lead。Deflect 專案致力於保護各國獨立媒體、倡議組織與公民權益組織等免受 DDoS 攻擊，旗下另有 eQPress 專案協助 NPO 管理 Wordpress 網站避免遭受資安攻擊。此外，Jeremy 亦曾任 SITCON 議程組、HITCON 口譯組等，有長期社群參與經驗。'}","{'name': 'Jeremy Yen', 'bio': 'Jeremy 目前任職於 equalit.ie，擔任 deflect.ca 專案 Dev Team Lead。Deflect 專案致力於保護各國獨立媒體、倡議組織與公民權益組織等免受 DDoS 攻擊，旗下另有 eQPress 專案協助 NPO 管理 Wordpress 網站避免遭受資安攻擊。此外，Jeremy 亦曾任 SITCON 議程組、HITCON 口譯組等，有長期社群參與經驗。'}",2022,38WQYX
WTX9TD,https://pretalx.com/media/avatars/56375322-39FB-444A-B899-960FE3E9EC59_LbP2FOM.jpeg,"{'name': 'Ted Lu', 'bio': 'Ted Lu is a 14 y.o. civic hacker in g0v, also the founder/data engineer of Taiwan Open Education Develop Unit, medical imaging researcher. Working on medical image analysis research, including MRI, fMRI, CT, X-ray, EEG, etc,.'}","{'name': 'Ted Lu', 'bio': 'Ted Lu is a 14 y.o. civic hacker in g0v, also the founder/data engineer of Taiwan Open Education Develop Unit, medical imaging researcher. Working on medical image analysis research, including MRI, fMRI, CT, X-ray, EEG, etc,.'}",2022,WTX9TD
9KQBXX,https://pretalx.com/media/avatars/50255359392_e2932f8465_6k_L34ju8h.jpg,"{'name': 'Ko Ko', 'bio': 'Microsoft AI MVP，一直致力於分享 AI 與 Chatbot 相關的技術。曾於許多大型研討會擔任講者，包含 COSCUP、.NET CONF、台灣人工智慧學校年會等，也是 Chatbot 社群的核心成員。'}","{'name': 'Ko Ko', 'bio': 'Microsoft AI MVP，一直致力於分享 AI 與 Chatbot 相關的技術。曾於許多大型研討會擔任講者，包含 COSCUP、.NET CONF、台灣人工智慧學校年會等，也是 Chatbot 社群的核心成員。'}",2022,9KQBXX
VKYCZB,https://pretalx.com/media/avatars/56593916027913b5951357753819df0c_VOfF8Sx.jpg,"{'name': 'Recca Chao', 'bio': '從 2019 年開始宣傳 PHP 的美好\r\n2020 開始接觸 Kotlin'}","{'name': 'Recca Chao', 'bio': '從 2019 年開始宣傳 PHP 的美好\r\n2020 開始接觸 Kotlin'}",2022,VKYCZB
E38JSV,https://pretalx.com/media/avatars/12215717_JwaizOC.png,"{'name': 'Yuri', 'bio': '在前端技術開始蓬勃發展的 2015 年，踏上歷經 6 年的 F2E 旅程。目前正要邁入下\r\n一個6年。\r\n現任 Migo 資深前端工程師，同時擔任 ALPHA Camp 前端課程助教。工作之餘時常\r\n思考自己的可能性，並且化作行動嘗試各種挑戰。希望透過文章、書籍等產出\r\n，為從事相關領域或是有興趣的人帶來幫助。'}","{'name': 'Yuri', 'bio': '在前端技術開始蓬勃發展的 2015 年，踏上歷經 6 年的 F2E 旅程。目前正要邁入下\r\n一個6年。\r\n現任 Migo 資深前端工程師，同時擔任 ALPHA Camp 前端課程助教。工作之餘時常\r\n思考自己的可能性，並且化作行動嘗試各種挑戰。希望透過文章、書籍等產出\r\n，為從事相關領域或是有興趣的人帶來幫助。'}",2022,E38JSV
9S8XKV,https://pretalx.com/media/avatars/ijac_iUipghr.jpeg,"{'name': 'Karen Hsieh', 'bio': 'A product manager builds company-wide data literacy and empowers the product team to create values for people and grow the company to profit.\r\n\r\n[LinkedIn](https://www.linkedin.com/in/karenhsieh/)'}","{'name': 'Karen Hsieh', 'bio': 'A product manager builds company-wide data literacy and empowers the product team to create values for people and grow the company to profit.\r\n\r\n[LinkedIn](https://www.linkedin.com/in/karenhsieh/)'}",2022,9S8XKV
M7HWS8,https://pretalx.com/media/avatars/a4cda3c48af55c10deeed7fcb82c5067_U7dsql5.jpg,"{'name': 'Henry Chang', 'bio': '在加州工作過二年、在軟體界浸潤超過十年的系統軟體開發者，對 macOS、Ubuntu、Windows 的 Shell 開發環境都相當熟悉。'}","{'name': 'Henry Chang', 'bio': '在加州工作過二年、在軟體界浸潤超過十年的系統軟體開發者，對 macOS、Ubuntu、Windows 的 Shell 開發環境都相當熟悉。'}",2022,M7HWS8
3Y8WPA,https://pretalx.com/media/avatars/01a0a32de730c588b4fe1892b524cff2_HVBzymH.jpg,"{'name': 'vicxu', 'bio': '一個普通的 gopher'}","{'name': 'vicxu', 'bio': '一個普通的 gopher'}",2022,3Y8WPA
U8LC3D,https://pretalx.com/media/avatars/pic_HvQCOiy.jpg,"{'name': 'StarNight', 'bio': 'An engineer loves free and open-source software & hardware!'}","{'name': 'StarNight', 'bio': 'An engineer loves free and open-source software & hardware!'}",2022,U8LC3D
HDYY7X,https://pretalx.com/media/avatars/o8z4iFzg_7Ebwq6s.jpeg,"{'name': 'Wig', 'bio': '在業界腳麻的嵌入式open source愛好者'}","{'name': 'Wig', 'bio': '在業界腳麻的嵌入式open source愛好者'}",2022,HDYY7X
BDAQYN,https://pretalx.com/media/avatars/44749100_C8ejSLa.png,"{'name': 'SerKo', 'bio': 'A lazy developer coding to be more lazy 😴'}","{'name': 'SerKo', 'bio': 'A lazy developer coding to be more lazy 😴'}",2022,BDAQYN
ADPQPK,https://pretalx.com/media/avatars/ccc_7C6Q1AH.jpg,"{'name': 'ccckmit', 'bio': '現職是金門大學資訊工程系助理教授\r\n主要教授《程式設計、計算機結構、系統程式、人工智慧》等課程。\r\n目前主要使用的開發工具是 Deno / JavaScript / C，用來開發網站應用與系統程式，'}","{'name': 'ccckmit', 'bio': '現職是金門大學資訊工程系助理教授\r\n主要教授《程式設計、計算機結構、系統程式、人工智慧》等課程。\r\n目前主要使用的開發工具是 Deno / JavaScript / C，用來開發網站應用與系統程式，'}",2022,ADPQPK
MRKXKF,https://pretalx.com/media/avatars/IMG_1962_gjGG394.jpg,"{'name': 'Cherie Hsieh', 'bio': 'Gopher.'}","{'name': 'Cherie Hsieh', 'bio': 'Gopher.'}",2022,MRKXKF
RX9RBW,https://pretalx.com/media/avatars/ECL%E7%9B%B8%E7%89%87_L8YAY1O.jpeg,"{'name': 'ecliou', 'bio': '劉恩成，通訊工程博士。職涯經歷包含新創公司（詮隼科技、詮智網通）共同創辦人暨技術長、陽明交大助理研究員、元智大學兼任助理教授等、台灣大學EiMBA 109。擅長電信軟體系統開發、雲端虛擬化技術、5G行動通訊網路、電信標準化測試等，在軟體系統、雲端系統、遠距服務系統如智慧醫療、智慧工廠應用等具有完整技術開發與產官學整合經驗。'}","{'name': 'ecliou', 'bio': '劉恩成，通訊工程博士。職涯經歷包含新創公司（詮隼科技、詮智網通）共同創辦人暨技術長、陽明交大助理研究員、元智大學兼任助理教授等、台灣大學EiMBA 109。擅長電信軟體系統開發、雲端虛擬化技術、5G行動通訊網路、電信標準化測試等，在軟體系統、雲端系統、遠距服務系統如智慧醫療、智慧工廠應用等具有完整技術開發與產官學整合經驗。'}",2022,RX9RBW
J7DMNA,https://www.gravatar.com/avatar/d802bcc320d67ae18da2f778ee3b3321?s=1024&d=identicon&r=g,"{'name': 'sufuf3149', 'bio': ''}","{'name': 'sufuf3149', 'bio': ''}",2022,J7DMNA
RDM7DF,https://pretalx.com/media/avatars/me_red_hair_kieugip.jpeg,"{'name': 'Hugh Perkins', 'bio': 'Created several OpenCL works:\r\n- DeepCL: deep learning framework using OpenCL, https://github.com/hughperkins/DeepCL\r\n- cltorch: port of lua torch to OpenCL, https://github.com/hughperkins/cltorch\r\n- coriander: compiler to run NVIDIA® CUDA™ code one OpenCL™ 1.2 devices, https://github.com/hughperkins/coriander (presented at International Workshop on OpenCL 2017, https://youtu.be/O1zAFL6JrOM )\r\n\r\nWork as a research engineer for ASAPP Inc, where we work on NLP models for assisting with customer service.\r\n\r\nBachelors from Cambridge University; and masters from Tsinghua University.'}","{'name': 'Hugh Perkins', 'bio': 'Created several OpenCL works:\r\n- DeepCL: deep learning framework using OpenCL, https://github.com/hughperkins/DeepCL\r\n- cltorch: port of lua torch to OpenCL, https://github.com/hughperkins/cltorch\r\n- coriander: compiler to run NVIDIA® CUDA™ code one OpenCL™ 1.2 devices, https://github.com/hughperkins/coriander (presented at International Workshop on OpenCL 2017, https://youtu.be/O1zAFL6JrOM )\r\n\r\nWork as a research engineer for ASAPP Inc, where we work on NLP models for assisting with customer service.\r\n\r\nBachelors from Cambridge University; and masters from Tsinghua University.'}",2022,RDM7DF
3NFNH3,https://www.gravatar.com/avatar/7e5e82e2bca4f03b1f1931277a774689?s=1024&d=identicon&r=g,"{'name': 'Alice Hsu', 'bio': '主要研究聚焦於智慧合約安全檢測及防護，熟悉常見攻擊樣態，曾於「E-Security 2020 資安論壇」、「2020 EMPOWER YOURSELF 發掘資安新創」等活動分享分散式金融於智慧合約新興安全議題及合約檢測技術。'}","{'name': 'Alice Hsu', 'bio': '主要研究聚焦於智慧合約安全檢測及防護，熟悉常見攻擊樣態，曾於「E-Security 2020 資安論壇」、「2020 EMPOWER YOURSELF 發掘資安新創」等活動分享分散式金融於智慧合約新興安全議題及合約檢測技術。'}",2022,3NFNH3
78QQ3Q,https://pretalx.com/media/avatars/Hananto_-_photo_-_2_xyEoheD.png,"{'name': 'hananto wicaksono', 'bio': 'Hananto is a Principal Solution Engineer from Oracle MySQL, living in Singapore. He is a database practitioner with 20+ years of professional experience, mainly in Oracle database and MySQL. He has expertise and experience on running MySQL on container-driven environment, such as Kubernetes. He conducted POCs, webinar, and hands-on training about various aspect of MySQL InnoDB Cluster on Kubernetes, such as deployment, monitoring, backup and recovery, scaling, etc.'}","{'name': 'hananto wicaksono', 'bio': 'Hananto is a Principal Solution Engineer from Oracle MySQL, living in Singapore. He is a database practitioner with 20+ years of professional experience, mainly in Oracle database and MySQL. He has expertise and experience on running MySQL on container-driven environment, such as Kubernetes. He conducted POCs, webinar, and hands-on training about various aspect of MySQL InnoDB Cluster on Kubernetes, such as deployment, monitoring, backup and recovery, scaling, etc.'}",2022,78QQ3Q
JQNYJF,https://pretalx.com/media/avatars/418d8432ef358f04ed01ad636ac8a790_XpHw0hO.jpg,"{'name': 'Pomin Wu', 'bio': '數學家、工程師，活躍於 g0v 等開放社群。現任職於 ProtonMail 質子科技公司。'}","{'name': 'Pomin Wu', 'bio': '數學家、工程師，活躍於 g0v 等開放社群。現任職於 ProtonMail 質子科技公司。'}",2022,JQNYJF
Y7YKB3,https://pretalx.com/media/avatars/image_RNuus62.jpeg,"{'name': 'Ivan Ma', 'bio': 'Ivan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies. \r\n\r\nHe Joined MySQL, is currently MySQL Master Principal Solution Engineer and is responsible for pre-sales solutions, technical exchange, and product promotions with community users and customers.\r\n\r\nPrior to joining MySQL team, he joined Oracle in System Team from Sun Mircosystems acquisition. Prior to Sun Microsystems, he was Principal Solution Architect with Sybase APAC covering APAC regions.'}","{'name': 'Ivan Ma', 'bio': 'Ivan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies. \r\n\r\nHe Joined MySQL, is currently MySQL Master Principal Solution Engineer and is responsible for pre-sales solutions, technical exchange, and product promotions with community users and customers.\r\n\r\nPrior to joining MySQL team, he joined Oracle in System Team from Sun Mircosystems acquisition. Prior to Sun Microsystems, he was Principal Solution Architect with Sybase APAC covering APAC regions.'}",2022,Y7YKB3
ZJFMCT,https://pretalx.com/media/avatars/4C94B091-6B8A-4E7F-828F-B6E6A4AC34F4_sOX0ske.jpeg,"{'name': 'Hsuan Lee', 'bio': 'CEO of Blocto'}","{'name': 'Hsuan Lee', 'bio': 'CEO of Blocto'}",2022,ZJFMCT
NNRNRU,https://pretalx.com/media/avatars/avatar_2MV5Ny5.JPG,"{'name': '簡巧恩', 'bio': '不務正業的碩一資管研究生，大學四年寫了三年的 Python，在 React.js 與 Ruby on Rails 各有一年的實習經驗'}","{'name': '簡巧恩', 'bio': '不務正業的碩一資管研究生，大學四年寫了三年的 Python，在 React.js 與 Ruby on Rails 各有一年的實習經驗'}",2022,NNRNRU
HMWMVR,https://www.gravatar.com/avatar/2961877389e5b537f18abfafdb9e39ac?s=1024&d=identicon&r=g,"{'name': 'Melissa2', 'bio': '測試'}","{'name': 'Melissa2', 'bio': '測試'}",2022,HMWMVR
73KXW8,https://pretalx.com/media/avatars/flcxANB0_400x400_KNzzf0m.jpg,"{'name': 'Goran', 'bio': 'Goran Mahovlić (electronics tech) worked for years in repair shop for informatics and banking equipment. Moved on to a developer for low power wireless technologies (LoRA/nbIOT) and measuring systems. Currently self employed in Intergalaktik d.o.o. intergalaktik.eu working on opensource HW solutions, mostly FPGA boards. With constant urge to take apart any device within reach and find out it’s secrets, Goran is equally successful at hardware and software hacking, from cheap products, up-cycling old tech, to serious work in technology and microprocessor development. He is a tech coordinator at Radiona. In past, Goran led a number of accomplished workshop and presentations, regular member of Radiona projects and exhibitions, lead and founder of Radiona SmartZG network. A member of Otvorena Mreza (Open Network) project, working towards accessible and open internet. Among his work is founding the lemilica.com portal, for which he writes.'}","{'name': 'Goran', 'bio': 'Goran Mahovlić (electronics tech) worked for years in repair shop for informatics and banking equipment. Moved on to a developer for low power wireless technologies (LoRA/nbIOT) and measuring systems. Currently self employed in Intergalaktik d.o.o. intergalaktik.eu working on opensource HW solutions, mostly FPGA boards. With constant urge to take apart any device within reach and find out it’s secrets, Goran is equally successful at hardware and software hacking, from cheap products, up-cycling old tech, to serious work in technology and microprocessor development. He is a tech coordinator at Radiona. In past, Goran led a number of accomplished workshop and presentations, regular member of Radiona projects and exhibitions, lead and founder of Radiona SmartZG network. A member of Otvorena Mreza (Open Network) project, working towards accessible and open internet. Among his work is founding the lemilica.com portal, for which he writes.'}",2022,73KXW8
GEH8G3,https://www.gravatar.com/avatar/84051d912ae6469fa078c995ba2d2f24?s=1024&d=identicon&r=g,"{'name': 'John Lee', 'bio': 'FOSS 老兵不死、只是凋零'}","{'name': 'John Lee', 'bio': 'FOSS 老兵不死、只是凋零'}",2022,GEH8G3
FH7VTY,https://pretalx.com/media/avatars/f4d9074a159105d6c503_COuDw8Z.png,"{'name': 'JerryWu', 'bio': ""JerryWu is a Google Developer Expert (GDE) in Machine Learning. He is also a Founder & Chief Executive Officer (CEO) in the Asia Pacific Machine Intelligence Company (APMIC). Jerry Wu's teaching and research interests include Machine Intelligence, Machine Reading Comprehension and Natural Language Understanding (NLU). He eager to do research related to data technology, share them with people and solve problems. He also has many years of experience in predictive analysis with traditional industry.""}","{'name': 'JerryWu', 'bio': ""JerryWu is a Google Developer Expert (GDE) in Machine Learning. He is also a Founder & Chief Executive Officer (CEO) in the Asia Pacific Machine Intelligence Company (APMIC). Jerry Wu's teaching and research interests include Machine Intelligence, Machine Reading Comprehension and Natural Language Understanding (NLU). He eager to do research related to data technology, share them with people and solve problems. He also has many years of experience in predictive analysis with traditional industry.""}",2022,FH7VTY
WPV7BN,https://pretalx.com/media/avatars/tony_O4iBD4P.png,"{'name': '大兜', 'bio': 'Rubyist, Rustacean, Web Developer, Software Architect, Conference Speaker, Book Writer, Amateur Piano Player/Composer, Video Gamer, Whiskey Lover.'}","{'name': '大兜', 'bio': 'Rubyist, Rustacean, Web Developer, Software Architect, Conference Speaker, Book Writer, Amateur Piano Player/Composer, Video Gamer, Whiskey Lover.'}",2022,WPV7BN
FBJP7W,https://pretalx.com/media/avatars/XD_cake_tP7hLqo.jpg,"{'name': 'YunYan', 'bio': '以前寫 Haskell 現在寫 OCaml 的業餘開天窗工人。'}","{'name': 'YunYan', 'bio': '以前寫 Haskell 現在寫 OCaml 的業餘開天窗工人。'}",2022,FBJP7W
KUXZF7,https://pretalx.com/media/avatars/linkedin_profile_MCBfS4s.jpeg,"{'name': 'Wei-Chi Chou', 'bio': '我在Warner Bros. Discovery擔任前端工程師，負責的產品是HBO Max。文組畢業生，對寫程式充滿熱情。'}","{'name': 'Wei-Chi Chou', 'bio': '我在Warner Bros. Discovery擔任前端工程師，負責的產品是HBO Max。文組畢業生，對寫程式充滿熱情。'}",2022,KUXZF7
TCRNBB,https://pretalx.com/media/avatars/5525abd9eabe283d30743bb80a2b5610_2t8Twez.jpg,"{'name': 'Rick Shih', 'bio': '因為疫情只能在家納涼的SOHO人 平常靠著laravel混飯吃的0.75端工程師'}","{'name': 'Rick Shih', 'bio': '因為疫情只能在家納涼的SOHO人 平常靠著laravel混飯吃的0.75端工程師'}",2022,TCRNBB
N9YTX9,https://www.gravatar.com/avatar/2524346f9c17f70e4ee5e5d710808191?s=1024&d=identicon&r=g,"{'name': 'Jui-Tse Huang', 'bio': 'A current 4th-grade student of National Cheng-Kong University, majoring in Computer Science and Information Engineering.'}","{'name': 'Jui-Tse Huang', 'bio': 'A current 4th-grade student of National Cheng-Kong University, majoring in Computer Science and Information Engineering.'}",2022,N9YTX9
UQ93TE,https://pretalx.com/media/avatars/Screenshot_from_2023-07-27_21-23-44_O8kt8q1.png,"{'name': '羅禹國 Hugo Lopez', 'bio': ''}","{'name': '羅禹國 Hugo Lopez', 'bio': ''}",2022,UQ93TE
XSPDWY,https://pretalx.com/media/avatars/axUKq9K_osdZxPg.gif,"{'name': 'idisused', 'bio': '目前就讀於中央大學資管系,NCU DSC的一名成員,路上有好多大佬 🛐 在推坑好多看起來好棒的東西'}","{'name': 'idisused', 'bio': '目前就讀於中央大學資管系,NCU DSC的一名成員,路上有好多大佬 🛐 在推坑好多看起來好棒的東西'}",2022,XSPDWY
3SYCHH,https://pretalx.com/media/avatars/ab612e29a4c58afc7f4ed2a433fd0a94_fJl84Qd.jpg,"{'name': '蕭人豪', 'bio': ""I'm a software engineer :)""}","{'name': '蕭人豪', 'bio': ""I'm a software engineer :)""}",2022,3SYCHH
FBJ7HH,https://pretalx.com/media/avatars/Profile_2019_cropped_ZN3WSsD.jpg,"{'name': 'Christoph Ono', 'bio': 'UX designer contributing to the bitcoin ecosystem. [Website](https://www.germanysbestkeptsecret.com).'}","{'name': 'Christoph Ono', 'bio': 'UX designer contributing to the bitcoin ecosystem. [Website](https://www.germanysbestkeptsecret.com).'}",2022,FBJ7HH
HDJKCF,https://pretalx.com/media/avatars/c8e554d91577a152d5dadfa0a882c2ad_ZMIuD31.jpg,"{'name': 'Ping Wu', 'bio': ''}","{'name': 'Ping Wu', 'bio': ''}",2022,HDJKCF
WPND97,https://www.gravatar.com/avatar/d6d5f381e28b8e913be82de1db43f3db?s=1024&d=identicon&r=g,"{'name': 'Testing123', 'bio': ''}","{'name': 'Testing123', 'bio': ''}",2022,WPND97
TRQJ9S,https://pretalx.com/media/avatars/pohsien_OgQjp8W.jpg,"{'name': 'Pohsien', 'bio': '* 宅宅系統工程師\r\n* CNTUG 社群志工'}","{'name': 'Pohsien', 'bio': '* 宅宅系統工程師\r\n* CNTUG 社群志工'}",2022,TRQJ9S
Z3UFTJ,https://pretalx.com/media/avatars/906bb40cd7ebb09922112e463acaaeec_XwVS0SM.jpg,"{'name': 'Kewang', 'bio': ''}","{'name': 'Kewang', 'bio': ''}",2022,Z3UFTJ
